id,rz,sx,x,cx,reset,measure,u1,u3,u2,measureSuccess,xSuccess,idSuccess,u1Success,resetSuccess,u3Success,u2Success,rzSuccess,cxSuccess,sxSuccess,Machine,QCAvgDegree,QCGraphDensity,QCAvgConnectivity,QCAvgNeighborDegree,QCAvgClustering,QCAvgShortestPath,CXGraphDensity,CXAvgConnectivity,CXAvgNeighborDegree,CXAvgClustering,CXAvgShortestPath,CXAverageDegree,CXAverageWeight,CXMaxWeight,CXMinWeight,NumQubit,Depth,qubit_count,circuit_depth,circuit_width,retention_lifespan,gate_density,dual_gate_count,measurement_density,size_factor,gate_count,entanglement_variance,PST,TVD,Entropy,Swaps,L2,Hellinger,ESP
0,2028,984,0,582,0,4,-1,-1,-1,0.9833400000000001,0.9994827978458659,0.9994827978458659,1,0.9779285576818812,1.0,1.0,1,0.9844477922233825,0.9994827978458659,2,1.6,0.4,1.0,1.8,0.0,2.0,0.5,1.0,1.75,0.0,0,1.0,1.0,1,1,5,1723,4,1740,4,7.461640392208575,0.6,582,2.2119836883321162,8.337109129562474,3594,2.7276651233468536,0.15625,0.843749999925,2.669937791501537,60,0.8746020910860828,1.0997310625047803,0.000481285771915407
0,2028,984,0,582,0,4,-1,-1,-1,0.9696,0.9995325569642196,0.9995325569642196,1,0.9527843293420855,1.0,1.0,1,0.9864368675405378,0.9995325569642196,3,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.5,1.0,1.75,0.0,0,1.0,1.0,1,1,5,1723,4,1740,4,7.461640392208575,0.6,582,2.2119836883321162,8.337109129562474,3594,2.7276651233468536,0.169921875,0.830078124925,2.6603289357268864,333,0.860170308472761,1.08422615354067,1.7976622916961316e-10
0,2028,984,0,582,0,4,-1,-1,-1,0.9625,0.9994514199849991,0.9994514199849991,1,0.9699656647493635,1.0,1.0,1,0.9661900758163682,0.9994514199849991,5,1.6,0.4,1.0,1.8,0.0,2.0,0.5,1.0,1.75,0.0,0,1.0,1.0,1,1,5,1723,4,1740,4,7.461640392208575,0.6,582,2.2119836883321162,8.337109129562474,3594,2.7276651233468536,0.0986328125,0.901367187425,2.7516497749821425,60,0.9316549559859715,1.17126410016608,1.046944619762742e-10
0,-1,-1,-1,582,0,4,492,432,120,0.9650000000000001,1.0,0.9990573012609039,1,1.0,0.9981150884643618,0.9990573012609039,1,0.9840968747670711,1.0,7,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.5,1.0,1.75,0.0,0,1.0,1.0,1,1,5,895,4,908,4,6.811244378601294,0.6079295154185022,582,2.049384684930296,7.699842407396986,1626,2.7276651233468536,0.111328125,0.888671874925,2.741786809105164,329,0.9187392876351462,1.1544087705097008,7.190039110752912e-12
0,-1,-1,-1,582,0,4,492,432,120,0.96126,1.0,0.9995640751546299,1,1.0,0.9991278463651054,0.9995640751546299,1,0.9815511069691126,1.0,11,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.5,1.0,1.75,0.0,0,1.0,1.0,1,1,5,895,4,908,4,6.811244378601294,0.6079295154185022,582,2.049384684930296,7.699842407396986,1626,2.7276651233468536,0.1220703125,0.877929687425,2.7228003797403684,331,0.908301825944268,1.1407041597135643,1.0452869093724252e-10
0,2028,984,0,582,0,4,-1,-1,-1,0.96566,0.9994622200385616,0.9994622200385616,1,0.9313453596464274,1.0,1.0,1,0.9897706141706423,0.9994622200385616,18,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.5,1.0,1.75,0.0,0,1.0,1.0,1,1,5,1723,4,1740,4,7.461640392208575,0.6,582,2.2119836883321162,8.337109129562474,3594,2.7276651233468536,0.1357421875,0.864257812425,2.6971818275952235,332,0.895243132392534,1.1238831628658286,0.0034828833703827726
0,-1,-1,-1,582,0,4,492,432,120,0.943,1.0,0.9993713412888013,1,1.0,0.9987432103130336,0.9993713412888013,1,0.9888243683240975,1.0,19,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.5,1.0,1.75,0.0,0,1.0,1.0,1,1,5,895,4,908,4,6.811244378601294,0.6079295154185022,582,2.049384684930296,7.699842407396986,1626,2.7276651233468536,0.158203125,0.841796874925,2.682335104360419,301,0.8715983071300408,1.0974892375889336,1.4341224356817128e-05
0,2028,984,0,582,0,4,-1,-1,-1,0.95092,0.9984128752012417,0.9984128752012417,1,0.8730401543239175,1.0,1.0,1,0.9837930889294414,0.9984128752012417,21,1.6,0.4,1.0,1.8,0.0,2.0,0.5,1.0,1.75,0.0,0,1.0,1.0,1,1,5,1723,4,1740,4,7.461640392208575,0.6,582,2.2119836883321162,8.337109129562474,3594,2.7276651233468536,0.1455078125,0.854492187425,2.667317324328402,60,0.8866273269816827,1.1122356033415344,8.48754835013913e-06
0,2028,984,0,582,0,4,-1,-1,-1,0.9693999999999999,0.999446081610847,0.999446081610847,1,1.0,1.0,1.0,1,0.9894082219086691,0.999446081610847,26,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.5,1.0,1.75,0.0,0,1.0,1.0,1,1,5,1723,4,1740,4,7.461640392208575,0.6,582,2.2119836883321162,8.337109129562474,3594,2.7276651233468536,0.1513671875,0.848632812425,2.6925227933753852,334,0.8784797141991354,1.1053772727111635,1.2772442289944087e-07
0,2028,984,0,582,0,4,-1,-1,-1,0.9493199999999999,0.9974291409976418,0.9974291409976418,1,0.872784961502177,1.0,1.0,1,0.9569570134793263,0.9974291409976418,29,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.5,1.0,1.75,0.0,0,1.0,1.0,1,1,5,1723,4,1740,4,7.461640392208575,0.6,582,2.2119836883321162,8.337109129562474,3594,2.7276651233468536,0.1318359375,0.868164062425,2.7116279914772656,333,0.898509677797584,1.1286243813881591,2.0890669539292585e-30
0,78,14,0,46,0,4,-1,-1,-1,0.9833400000000001,0.9994827978458659,0.9994827978458659,1,0.9779285576818812,1.0,1.0,1,0.9844477922233825,0.9994827978458659,2,1.6,0.4,1.0,1.8,0.0,2.0,0.5,1.0,1.75,0.0,0,1.0,1.0,1,1,5,85,4,102,4,4.624972813284271,0.45098039215686275,46,1.5028167936010404,5.214935757608986,138,1.4459562955824343,0.6884765625,0.311523437425,1.32371814992508,6,0.33023121910992037,0.5835223838861654,0.5283224386369634
0,78,14,0,46,0,4,-1,-1,-1,0.9696,0.9995325569642196,0.9995325569642196,1,0.9527843293420855,1.0,1.0,1,0.9864368675405378,0.9995325569642196,3,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.5,1.0,1.75,0.0,0,1.0,1.0,1,1,5,85,4,102,4,4.624972813284271,0.45098039215686275,46,1.5028167936010404,5.214935757608986,138,1.4459562955824343,0.537109375,0.462890624925,1.868843764065222,26,0.48289806014288933,0.730909782025835,0.15377850694787215
0,78,14,0,46,0,4,-1,-1,-1,0.9625,0.9994514199849991,0.9994514199849991,1,0.9699656647493635,1.0,1.0,1,0.9661900758163682,0.9994514199849991,5,1.6,0.4,1.0,1.8,0.0,2.0,0.5,1.0,1.75,0.0,0,1.0,1.0,1,1,5,85,4,102,4,4.624972813284271,0.45098039215686275,46,1.5028167936010404,5.214935757608986,138,1.4459562955824343,0.3466796875,0.653320312425,2.155778326612629,6,0.6945288882212515,0.9068582618612294,0.14227324770209143
0,-1,-1,-1,46,0,4,50,0,14,0.9650000000000001,1.0,0.9990573012609039,1,1.0,0.9981150884643618,0.9990573012609039,1,0.9840968747670711,1.0,7,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.5,1.0,1.75,0.0,0,1.0,1.0,1,1,5,65,4,78,4,4.356708826689592,0.5,46,1.4357507969523706,5.049856007249537,110,1.4459562955824343,0.2626953125,0.737304687425,2.5047901028303077,13,0.7659936134234843,0.9873718835654134,0.1076964553677796
0,-1,-1,-1,46,0,4,50,0,14,0.96126,1.0,0.9995640751546299,1,1.0,0.9991278463651054,0.9995640751546299,1,0.9815511069691126,1.0,11,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.5,1.0,1.75,0.0,0,1.0,1.0,1,1,5,65,4,78,4,4.356708826689592,0.5,46,1.4357507969523706,5.049856007249537,110,1.4459562955824343,0.330078125,0.669921874925,2.3448528344353226,26,0.6990209544687529,0.9224598712410564,0.14666670298137718
0,78,14,0,46,0,4,-1,-1,-1,0.96566,0.9994622200385616,0.9994622200385616,1,0.9313453596464274,1.0,1.0,1,0.9897706141706423,0.9994622200385616,18,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.5,1.0,1.75,0.0,0,1.0,1.0,1,1,5,85,4,102,4,4.624972813284271,0.45098039215686275,46,1.5028167936010404,5.214935757608986,138,1.4459562955824343,0.6708984375,0.329101562425,1.4048132375158455,25,0.34713740689513556,0.6015144143903242,0.5941861030383009
0,-1,-1,-1,46,0,4,50,0,14,0.943,1.0,0.9993713412888013,1,1.0,0.9987432103130336,0.9993713412888013,1,0.9888243683240975,1.0,19,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.5,1.0,1.75,0.0,0,1.0,1.0,1,1,5,65,4,78,4,4.356708826689592,0.5,46,1.4357507969523706,5.049856007249537,110,1.4459562955824343,0.603515625,0.396484374925,1.5801629265900465,26,0.42436107403844486,0.6680274885483404,0.3285495377777303
0,78,14,0,46,0,4,-1,-1,-1,0.95092,0.9984128752012417,0.9984128752012417,1,0.8730401543239175,1.0,1.0,1,0.9837930889294414,0.9984128752012417,21,1.6,0.4,1.0,1.8,0.0,2.0,0.5,1.0,1.75,0.0,0,1.0,1.0,1,1,5,85,4,102,4,4.624972813284271,0.45098039215686275,46,1.5028167936010404,5.214935757608986,138,1.4459562955824343,0.7490234375,0.25097656243,1.087624952981411,6,0.27368153172168436,0.5187165687134975,0.34098563368354545
0,78,14,0,46,0,4,-1,-1,-1,0.9693999999999999,0.999446081610847,0.999446081610847,1,1.0,1.0,1.0,1,0.9894082219086691,0.999446081610847,26,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.5,1.0,1.75,0.0,0,1.0,1.0,1,1,5,85,4,102,4,4.624972813284271,0.45098039215686275,46,1.5028167936010404,5.214935757608986,138,1.4459562955824343,0.783203125,0.216796874925,1.0266869164163004,25,0.2292780749758018,0.4795982845616444,0.29011431649873787
0,78,14,0,46,0,4,-1,-1,-1,0.9493199999999999,0.9974291409976418,0.9974291409976418,1,0.872784961502177,1.0,1.0,1,0.9569570134793263,0.9974291409976418,29,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.5,1.0,1.75,0.0,0,1.0,1.0,1,1,5,85,4,102,4,4.624972813284271,0.45098039215686275,46,1.5028167936010404,5.214935757608986,138,1.4459562955824343,0.1396484375,0.860351562425,2.6740095490608495,26,0.8925407284875913,1.119190056897809,0.007906925021837636
0,71,45,0,7,0,4,-1,-1,-1,0.9833400000000001,0.9994827978458659,0.9994827978458659,1,0.9779285576818812,1.0,1.0,1,0.9844477922233825,0.9994827978458659,2,1.6,0.4,1.0,1.8,0.0,2.0,0.5,1.0,1.75,0.0,0,1.0,1.3333333333333333,2,1,5,44,4,79,4,4.3694478524670215,0.41139240506329117,7,1.438935553396728,4.867534450455582,123,0.17328679513998632,1.0,0.1357421875,2.6317626310063433,12,0.07625946486466656,0.16819196723437177,0.8019319998315396
0,71,45,0,7,0,4,-1,-1,-1,0.9696,0.9995325569642196,0.9995325569642196,1,0.9527843293420855,1.0,1.0,1,0.9864368675405378,0.9995325569642196,3,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.5,1.0,1.75,0.0,0,1.0,1.3333333333333333,2,1,5,44,4,79,4,4.3694478524670215,0.41139240506329117,7,1.438935553396728,4.867534450455582,123,0.17328679513998632,1.0,0.1484375,2.667036633060771,7,0.0890976150621644,0.1952794572580142,0.5706804633883059
0,71,45,0,7,0,4,-1,-1,-1,0.9625,0.9994514199849991,0.9994514199849991,1,0.9699656647493635,1.0,1.0,1,0.9661900758163682,0.9994514199849991,5,1.6,0.4,1.0,1.8,0.0,2.0,0.5,1.0,1.75,0.0,0,1.0,1.3333333333333333,2,1,5,44,4,79,4,4.3694478524670215,0.41139240506329117,7,1.438935553396728,4.867534450455582,123,0.17328679513998632,1.0,0.177734375,2.7021704999860545,12,0.09694073815412789,0.22925273240504135,0.09819142602752817
0,-1,-1,-1,7,0,4,2,21,3,0.9650000000000001,1.0,0.9990573012609039,1,1.0,0.9981150884643618,0.9990573012609039,1,0.9840968747670711,1.0,7,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.5,1.0,1.75,0.0,0,1.0,1.3333333333333333,2,1,5,14,4,23,4,3.1354942159291497,0.43478260869565216,7,1.1304471442622601,3.6888794541139363,33,0.17328679513998632,1.0,0.2314453125,2.6915497785625506,7,0.12490841371343345,0.2695576428955954,0.5591646546901743
0,-1,-1,-1,7,0,4,2,21,3,0.96126,1.0,0.9995640751546299,1,1.0,0.9991278463651054,0.9995640751546299,1,0.9815511069691126,1.0,11,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.5,1.0,1.75,0.0,0,1.0,1.3333333333333333,2,1,5,14,4,23,4,3.1354942159291497,0.43478260869565216,7,1.1304471442622601,3.6888794541139363,33,0.17328679513998632,1.0,0.1767578125,2.6900356817210405,7,0.09342391205547967,0.2122949526975538,0.5412735994289055
0,71,45,0,7,0,4,-1,-1,-1,0.96566,0.9994622200385616,0.9994622200385616,1,0.9313453596464274,1.0,1.0,1,0.9897706141706423,0.9994622200385616,18,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.5,1.0,1.75,0.0,0,1.0,1.3333333333333333,2,1,5,44,4,79,4,4.3694478524670215,0.41139240506329117,7,1.438935553396728,4.867534450455582,123,0.17328679513998632,1.0,0.12890625,2.6149191875365467,6,0.0761593539388486,0.16513748011724502,0.7929749824269422
0,-1,-1,-1,7,0,4,2,21,3,0.943,1.0,0.9993713412888013,1,1.0,0.9987432103130336,0.9993713412888013,1,0.9888243683240975,1.0,19,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.5,1.0,1.75,0.0,0,1.0,1.3333333333333333,2,1,5,14,4,23,4,3.1354942159291497,0.43478260869565216,7,1.1304471442622601,3.6888794541139363,33,0.17328679513998632,1.0,0.2314453125,2.7179695177300767,7,0.12485495735443011,0.2772519099196009,0.6038715237648263
0,71,45,0,7,0,4,-1,-1,-1,0.95092,0.9984128752012417,0.9984128752012417,1,0.8730401543239175,1.0,1.0,1,0.9837930889294414,0.9984128752012417,21,1.6,0.4,1.0,1.8,0.0,2.0,0.5,1.0,1.75,0.0,0,1.0,1.3333333333333333,2,1,5,44,4,79,4,4.3694478524670215,0.41139240506329117,7,1.438935553396728,4.867534450455582,123,0.17328679513998632,1.0,0.267578125,2.7255032900613254,1,0.1478323396106739,0.33165853302871806,0.3145034387552504
0,71,45,0,7,0,4,-1,-1,-1,0.9693999999999999,0.999446081610847,0.999446081610847,1,1.0,1.0,1.0,1,0.9894082219086691,0.999446081610847,26,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.5,1.0,1.75,0.0,0,1.0,1.3333333333333333,2,1,5,44,4,79,4,4.3694478524670215,0.41139240506329117,7,1.438935553396728,4.867534450455582,123,0.17328679513998632,1.0,0.1337890625,2.648960141725391,7,0.07597129038584657,0.17706414180644492,0.6677921314202336
0,71,45,0,7,0,4,-1,-1,-1,0.9493199999999999,0.9974291409976418,0.9974291409976418,1,0.872784961502177,1.0,1.0,1,0.9569570134793263,0.9974291409976418,29,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.5,1.0,1.75,0.0,0,1.0,1.3333333333333333,2,1,5,44,4,79,4,4.3694478524670215,0.41139240506329117,7,1.438935553396728,4.867534450455582,123,0.17328679513998632,1.0,0.265625,2.7309804486865543,6,0.14529464776091633,0.32768410346963456,0.19163118998688008
0,29,14,0,10,0,5,-1,-1,-1,0.9833400000000001,0.9994827978458659,0.9994827978458659,1,0.9779285576818812,1.0,1.0,1,0.9844477922233825,0.9994827978458659,2,1.6,0.4,1.0,1.8,0.0,2.0,0.4,1.0,3.4,0.0,0,1.0,1.5,2,1,5,30,5,40,5,3.6888794541139363,0.315,10,1.0596634733096073,4.143134726391533,53,0.7700295203420117,0.6572265625,0.342773437355,1.9366010660097734,6,0.30008289462328286,0.6155380232360816,0.6225362196365767
0,29,14,0,10,0,5,-1,-1,-1,0.9696,0.9995325569642196,0.9995325569642196,1,0.9527843293420855,1.0,1.0,1,0.9864368675405378,0.9995325569642196,3,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.4,1.0,3.4,0.0,0,1.0,1.5,2,1,5,30,5,40,5,3.6888794541139363,0.315,10,1.0596634733096073,4.143134726391533,53,0.7700295203420117,0.8115234375,0.18847656237,1.361929995607882,3,0.15999539367496504,0.44581599712056363,0.6657159158958171
0,29,14,0,10,0,5,-1,-1,-1,0.9625,0.9994514199849991,0.9994514199849991,1,0.9699656647493635,1.0,1.0,1,0.9661900758163682,0.9994514199849991,5,1.6,0.4,1.0,1.8,0.0,2.0,0.4,1.0,3.4,0.0,0,1.0,1.5,2,1,5,30,5,40,5,3.6888794541139363,0.315,10,1.0596634733096073,4.143134726391533,53,0.7700295203420117,0.3896484375,0.61035156235,2.5460552756235804,4,0.5497778010077863,0.8673221027119207,0.3683350734897976
0,-1,-1,-1,10,0,5,1,0,14,0.9650000000000001,1.0,0.9990573012609039,1,1.0,0.9981150884643618,0.9990573012609039,1,0.9840968747670711,1.0,7,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.4,1.0,3.4,0.0,0,1.0,1.5,2,1,5,18,5,18,5,2.8903717578961645,0.3888888888888889,10,0.899961934066053,3.5553480614894135,25,0.7700295203420117,0.5712890625,0.42871093736,2.1893405510768416,3,0.3904174253060905,0.6988185758626704,0.5695126565830018
0,-1,-1,-1,10,0,5,1,0,14,0.96126,1.0,0.9995640751546299,1,1.0,0.9991278463651054,0.9995640751546299,1,0.9815511069691126,1.0,11,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.4,1.0,3.4,0.0,0,1.0,1.5,2,1,5,18,5,18,5,2.8903717578961645,0.3888888888888889,10,0.899961934066053,3.5553480614894135,25,0.7700295203420117,0.61328125,0.386718749855,2.0689557019871687,3,0.33967252779659207,0.6590446772027138,0.563285207217857
0,29,14,0,10,0,5,-1,-1,-1,0.96566,0.9994622200385616,0.9994622200385616,1,0.9313453596464274,1.0,1.0,1,0.9897706141706423,0.9994622200385616,18,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.4,1.0,3.4,0.0,0,1.0,1.5,2,1,5,30,5,40,5,3.6888794541139363,0.315,10,1.0596634733096073,4.143134726391533,53,0.7700295203420117,0.791015625,0.208984374875,1.4149226950957519,4,0.17239578414887266,0.4721555932082758,0.6622898343205211
0,-1,-1,-1,10,0,5,1,0,14,0.943,1.0,0.9993713412888013,1,1.0,0.9987432103130336,0.9993713412888013,1,0.9888243683240975,1.0,19,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.4,1.0,3.4,0.0,0,1.0,1.5,2,1,5,18,5,18,5,2.8903717578961645,0.3888888888888889,10,0.899961934066053,3.5553480614894135,25,0.7700295203420117,0.662109375,0.337890624855,1.8020057296410357,3,0.3054658777327878,0.6111764730634449,0.5439392084792826
0,29,14,0,10,0,5,-1,-1,-1,0.95092,0.9984128752012417,0.9984128752012417,1,0.8730401543239175,1.0,1.0,1,0.9837930889294414,0.9984128752012417,21,1.6,0.4,1.0,1.8,0.0,2.0,0.4,1.0,3.4,0.0,0,1.0,1.5,2,1,5,30,5,40,5,3.6888794541139363,0.315,10,1.0596634733096073,4.143134726391533,53,0.7700295203420117,0.689453125,0.31054687486,1.732019467424155,5,0.25255801902197583,0.5883914868102474,0.5260732593566825
0,29,14,0,10,0,5,-1,-1,-1,0.9693999999999999,0.999446081610847,0.999446081610847,1,1.0,1.0,1.0,1,0.9894082219086691,0.999446081610847,26,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.4,1.0,3.4,0.0,0,1.0,1.5,2,1,5,30,5,40,5,3.6888794541139363,0.315,10,1.0596634733096073,4.143134726391533,53,0.7700295203420117,0.7998046875,0.20019531236,1.386432564047794,3,0.18164587524912187,0.45976826954156225,0.6525956975084549
0,29,14,0,10,0,5,-1,-1,-1,0.9493199999999999,0.9974291409976418,0.9974291409976418,1,0.872784961502177,1.0,1.0,1,0.9569570134793263,0.9974291409976418,29,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,0.4,1.0,3.4,0.0,0,1.0,1.5,2,1,5,30,5,40,5,3.6888794541139363,0.315,10,1.0596634733096073,4.143134726391533,53,0.7700295203420117,0.341796875,0.65820312485,2.834795323042898,3,0.6022691415665593,0.9114519825009907,0.2435944939561116
0,6,3,1,1,0,2,-1,-1,-1,0.9833400000000001,0.9994827978458659,0.9994827978458659,1,0.9779285576818812,1.0,1.0,1,0.9844477922233825,0.9994827978458659,2,1.6,0.4,1.0,1.8,0.0,2.0,1.0,1.0,1.0,0.0,0,1.0,1.0,1,1,5,9,2,10,2,2.302585092994046,0.6,1,1.4978661367769954,2.4849066497880004,11,0.0,0.9892578125,0.04687499999,0.7519227383427438,0,0.059706235809266345,0.11177779843292522,0.970102461930467
0,6,3,1,1,0,2,-1,-1,-1,0.9696,0.9995325569642196,0.9995325569642196,1,0.9527843293420855,1.0,1.0,1,0.9864368675405378,0.9995325569642196,3,1.6,0.4,1.0,2.2666666666666666,0.0,1.8,1.0,1.0,1.0,0.0,0,1.0,1.0,1,1,5,9,2,10,2,2.302585092994046,0.6,1,1.4978661367769954,2.4849066497880004,11,0.0,0.9248046875,0.07519531249,0.9583892411650924,0,0.07558114284508756,0.2768872475180182,0.9103928057862489
0,6,3,1,1,0,2,-1,-1,-1,0.9625,0.9994514199849991,0.9994514199849991,1,0.9699656647493635,1.0,1.0,1,0.9661900758163682,0.9994514199849991,5,1.6,0.4,1.0,1.8,0.0,2.0,1.0,1.0,1.0,0.0,0,1.0,1.0,1,1,5,9,2,10,2,2.302585092994046,0.6,1,1.4978661367769954,2.4849066497880004,11,0.0,0.9462890625,0.05371093749,0.8997283849279643,0,0.05867507376350151,0.2340109387382793,0.9211212803986161
