width,depth,ESP
27,17,7.098433245931702e-08
27,17,0.0003545105541203345
27,17,0.26861308535563955
27,17,2.879824448473134e-20
27,17,9.099613896725197e-26
6,1486,3.754848261250448e-20
6,1486,2.973593813236347e-22
6,1486,8.021577672773245e-12
6,1486,1.6375766003283915e-09
6,1486,8.857408557472093e-28
6,1486,2.2927181469228194e-07
6,1486,1.0
6,1486,8.584606095997791e-24
6,1486,1.1778287320713262e-13
6,1486,1.5218487643251877e-54
6,1486,5.506681001055762e-23
6,1486,1.7578811538040342e-14
6,1486,1.569660042586187e-37
6,1486,7.666622679881295e-19
6,1486,5.418833210386419e-12
6,1486,2.1782429785013248e-13
6,1486,4.3817231771277414e-18
6,1486,1.9959251237547094e-21
6,1486,5.15571589668233e-32
6,1486,1.6076025299862015e-13
6,1486,1.730370746391986e-18
6,1486,3.3635773286944964e-30
6,1486,2.873736131341741e-57
6,1486,3.5461648420891654e-21
6,1486,0.0
6,1486,5.212339431979745e-42
24,39,0.061124490609032495
24,39,0.3272159232521035
24,39,1.0
24,39,0.035259899396535496
24,39,0.10469946496903954
24,39,0.007759458353925294
24,39,0.019816913068528518
24,39,0.163729032696575
24,39,0.020094883957944634
24,39,0.09416072650887465
24,39,0.24692284120478442
24,39,0.19484590182104244
24,39,0.136234313430074
24,39,0.1151455566295712
24,39,0.11307303378762983
24,39,0.16272709813904102
24,39,0.20005859595216086
24,39,5.519652862809185e-10
24,39,0.0007352090935250236
24,39,0.2514494098358384
24,39,2.24186904637152e-15
24,39,1.3290214612641217e-18
8,7252,9.92665551562302e-107
8,7252,2.480855102084547e-47
8,7252,1.0
8,7252,1.3216613333275032e-147
8,7252,1.1525603130280036e-104
8,7252,1.5686152021098e-192
8,7252,3.8865707148368667e-159
8,7252,2.0193827709944124e-103
8,7252,5.228864978529287e-185
8,7252,7.486111796065292e-112
8,7252,9.759512550023081e-57
8,7252,2.7625162071543596e-67
8,7252,6.38071685721039e-98
8,7252,1.3319495529207373e-116
8,7252,2.7205703716439798e-163
8,7252,3.50452733065341e-85
8,7252,8.503167901842746e-105
8,7252,1.3609922260721733e-301
8,7252,2.545555380915191e-288
8,7252,2.6980961479627075e-76
8,7252,0.0
8,7252,1.6249818885325914e-237
16,173,0.0021240968850841004
16,173,0.005083234400998185
16,173,1.0
16,173,9.877922826664911e-06
16,173,0.003385800045891647
16,173,4.0538079300661756e-07
16,173,2.0727496723435756e-05
16,173,0.00042273204051240646
16,173,1.832840575940378e-09
16,173,1.5989566383684977e-05
16,173,0.0034478896570736372
16,173,0.00036839403774864473
16,173,6.044367815397624e-06
16,173,3.655254489495955e-07
16,173,1.39643581774289e-05
16,173,0.00010931831699275241
16,173,5.541642480356463e-09
16,173,9.145547377174264e-66
16,173,6.1648596949431745e-09
16,173,0.006444992553921771
16,173,1.3108697205115878e-19
16,173,0.00011579955303818569
16,7,0.33555594900002483
16,7,0.7318272002461808
16,7,1.0
16,7,0.27339582523132844
16,7,0.5244734559291697
16,7,0.3254309469355153
16,7,0.3191213603111762
16,7,0.5026245753512112
16,7,0.2527991290719035
16,7,0.8555271462238166
16,7,0.8207058254872416
16,7,0.7651155241294331
16,7,0.6390187709552017
16,7,0.7187031787078219
16,7,0.4712869641128625
16,7,0.6307153874676464
16,7,0.5269788089481187
16,7,0.0911848562321554
16,7,0.056099821802184834
16,7,0.6672097483082056
16,7,0.5371529582633989
16,7,0.5759348345519967
4,8,0.9529860815339156
4,8,0.8748974501635711
4,8,0.8804856468273402
4,8,0.8913337997765167
4,8,0.9026992910155802
4,8,0.9375292866390597
4,8,0.9008045784558817
4,8,0.7342989734771327
4,8,0.922667499787854
4,8,0.8625476923737635
4,8,0.9069498706770933
4,8,0.9553675658215914
4,8,0.7103796521162591
4,8,0.9026783102699302
4,8,0.8466593193251939
4,8,0.7941744249517907
4,8,0.8805023068415275
4,8,0.8857582898258898
4,8,0.9371691780797385
4,8,0.9214543717809244
4,8,0.8814452505960049
4,8,0.9539545606309511
4,8,1.0
4,8,0.8256440749811721
4,8,0.9292931921033619
4,8,0.8025823289424251
4,8,0.8452169877472414
4,8,0.8907743316730813
4,8,0.6422165287380679
4,8,0.8965155980574041
4,8,0.9598269169818432
4,8,0.9408888377382433
4,8,0.8819334302143286
4,8,0.8507971998542146
4,8,0.9261322171462427
4,8,0.9136720087136158
4,8,0.670259505228022
4,8,0.6242743582529644
4,8,0.49969678526412614
4,8,0.9128392934224631
4,8,0.8638549757834506
4,8,0.8468960744509675
8,815,0.000481285771915407
8,815,1.052190452772642e-10
8,815,1.046944619762742e-10
8,815,4.914403808999277e-12
8,815,8.246301612185627e-11
8,815,0.003903112939508456
8,815,1.386726638593947e-05
8,815,8.48754835013913e-06
8,815,5.2115402650599154e-08
8,815,4.17934772290218e-31
8,815,0.0009032177448899263
8,815,0.005030145512235149
8,815,2.1318318176796917e-17
8,815,5.302469977031561e-10
8,815,3.934902702391854e-08
8,815,6.469751532814049e-08
8,815,3.242677907992632e-12
8,815,7.639562016361857e-11
8,815,1.0063534421424524e-06
8,815,4.711179516153384e-05
8,815,9.176332124559601e-07
8,815,0.01248530690311861
8,815,1.0
8,815,2.0117832038318216e-06
8,815,0.004862616118901931
8,815,4.5547490412938054e-14
8,815,2.2355651078797726e-05
8,815,1.668714693796939e-06
8,815,1.9155056596510072e-23
8,815,2.6845313189998388e-05
8,815,0.003914493896184072
8,815,0.001017749838668872
8,815,0.00016947409235716317
8,815,6.594326725657029e-08
8,815,1.4462138550483055e-08
8,815,0.0003044880021266486
8,815,2.1663791751229982e-07
8,815,7.1688711009441e-10
8,815,1.1005147351865068e-16
8,815,1.5848097988036163e-07
8,815,0.010291410916628677
8,815,1.7628789889576756e-08
8,57,0.5283224386369634
8,57,0.15985070698401924
8,57,0.14227324770209143
8,57,0.12641220372789552
8,57,0.15372022442477443
8,57,0.5560072490338693
8,57,0.33651190651233603
8,57,0.34098563368354545
8,57,0.3200411123582705
8,57,0.009520465061418763
8,57,0.5343682474378904
8,57,0.6364699453423811
8,57,0.027162422096786522
8,57,0.1952496987617287
8,57,0.24009690503054312
8,57,0.2365943798438415
8,57,0.1373875778533199
8,57,0.16094159033639807
8,57,0.35083371884243875
8,57,0.43406460755588616
8,57,0.283774482533732
8,57,0.683077416707283
8,57,1.0
8,57,0.29913548393805045
8,57,0.5829543984596317
8,57,0.0743374162994662
8,57,0.38306738899428877
8,57,0.31808085585339113
8,57,0.010573238471708076
8,57,0.4297765391637251
8,57,0.6256114623639127
8,57,0.5745067809837406
8,57,0.477548898926411
8,57,0.25581397497338987
8,57,0.23017277522020194
8,57,0.5032782801347163
8,57,0.2830752845303412
8,57,0.14313690329988446
8,57,0.03175014931532469
8,57,0.26865898577886227
8,57,0.5930672863867467
8,57,0.23620486207926394
8,14,0.8019319998315396
8,14,0.5374313660175967
8,14,0.09819142602752817
8,14,0.5591646546901743
8,14,0.5554646512563527
8,14,0.7811740256701186
8,14,0.6011466878801889
8,14,0.5881327763717549
8,14,0.6835965572162068
8,14,0.16998349836145737
8,14,0.7565066503534293
8,14,0.8310136036417992
8,14,0.27924799037146264
8,14,0.5662589458356045
8,14,0.5960702951108401
8,14,0.6086905336384019
8,14,0.5360805422013892
8,14,0.562319018591185
8,14,0.7212167446990029
8,14,0.7448653403125707
8,14,0.27114295088217927
8,14,0.8521881755757273
8,14,1.0
8,14,0.30785336322407386
8,14,0.5758268813532026
8,14,0.37361716783808696
8,14,0.6344881942828272
8,14,0.6162969104903018
8,14,0.1620548478065993
8,14,0.4143354654779985
8,14,0.8578270752748178
8,14,0.8489825454978543
8,14,0.7721136829306144
8,14,0.6835148607204113
8,14,0.6584102178918122
8,14,0.7434351269504962
8,14,0.553808489894529
8,14,0.43602789935451225
8,14,0.19740163821133347
8,14,0.6894379582404685
8,14,0.7339009656242348
8,14,0.20711576897061468
10,18,0.6380190635863384
10,18,0.6500883999197448
10,18,0.3087361621761405
10,18,0.5556078118842959
10,18,0.5626990888743783
10,18,0.6622898343205211
10,18,0.597158891189604
10,18,0.4873534860278266
10,18,0.6684151436843144
10,18,0.27895712816726
10,18,0.6526853916933594
10,18,0.7329139262370784
10,18,0.19633269990520294
10,18,0.5648274010490039
10,18,0.6897408888360891
10,18,0.4021965513728379
10,18,0.5548674318559322
10,18,0.536532244975532
10,18,0.7585839276206566
10,18,0.7345675257964364
10,18,0.378250176662195
10,18,0.8001910106316569
10,18,1.0
10,18,0.44927126306159343
10,18,0.6006752488046088
10,18,0.167094356233958
10,18,0.38255598011064174
10,18,0.4505149053966498
10,18,0.05960487791214532
10,18,0.7000967578768258
10,18,0.7725271867044917
10,18,0.6955892499194628
10,18,0.6842668226574115
10,18,0.4389899593730297
10,18,0.6279797837399154
10,18,0.602903943733192
10,18,0.7166700194218598
10,18,0.20067047982735375
10,18,0.09286130387141676
10,18,0.5006268455508214
10,18,6.050866371163244e-08
10,18,0.34289403723164263
4,5,0.970102461930467
4,5,0.9103928057862489
4,5,0.9211212803986161
4,5,0.9161935491469515
4,5,0.9247258187964618
4,5,0.9489063391523123
4,5,0.9155880326621018
4,5,0.8049655303192604
4,5,0.945395005574796
4,5,0.9125172165243085
4,5,0.9298094296086783
4,5,0.9669821605250498
4,5,0.7926160034360639
4,5,0.9300094127525257
4,5,0.8855452346219155
4,5,0.8708523056799291
4,5,0.9380101137653662
4,5,0.9216808995179548
4,5,0.9651302683653811
4,5,0.942233640417222
4,5,0.9192434184062902
4,5,0.9622555398604723
4,5,1.0
4,5,0.8692968347250647
4,5,0.9384078259438055
4,5,0.8554916514614584
4,5,0.8787496788999919
4,5,0.9217481437225244
4,5,0.8029166501196765
4,5,0.9544087317296626
4,5,0.9754998467374097
4,5,0.9664985435967973
4,5,0.9172424515312608
4,5,0.9222095783230005
4,5,0.946472462650792
4,5,0.9308905860191079
4,5,0.8258925265254222
4,5,0.6915880555071587
4,5,0.6002955845573755
4,5,0.9320535748868207
4,5,0.8747888022523131
4,5,0.9355507874060605
6,12,0.8995151134693055
6,12,0.7369966500544105
6,12,0.7325737511864908
6,12,0.6768781652895177
6,12,0.6928983988339783
6,12,0.8786926011067362
6,12,0.6748907237066846
6,12,0.6001227422885912
6,12,0.8435753565424395
6,12,0.4765689559574123
6,12,0.7482307838150077
6,12,0.8558933673241682
6,12,0.47951724592036354
6,12,0.7684413022877137
6,12,0.7360117239718448
6,12,0.6708647612367804
6,12,0.7333837200142311
6,12,0.7602093322214106
6,12,0.8601276736939386
6,12,0.8502973212169811
6,12,0.7289766621853845
6,12,0.8965860522489303
6,12,1.0
6,12,0.6178793414309185
6,12,0.7927002625222516
6,12,0.4868515019772301
6,12,0.6938971562997693
6,12,0.6873769738952289
6,12,0.3039639713940365
6,12,0.7976211866343568
6,12,0.8937117934496405
6,12,0.8178583368259477
6,12,0.7549833008055093
6,12,0.5961566565732512
6,12,0.8143569806509835
6,12,0.7358512569104106
6,12,0.6510889859924704
6,12,0.410116137664916
6,12,0.17562430806143428
6,12,0.781735980571704
6,12,0.7446899056802817
6,12,0.6314511630751267
8,12,0.7220352474472376
8,12,0.504970126133298
8,12,0.3840050909579232
8,12,0.4472956880127107
8,12,0.4950298640732205
8,12,0.7673027052610357
8,12,0.5676825342202158
8,12,0.5331221982306733
8,12,0.5671349256967111
8,12,0.18837021660650513
8,12,0.6978683053016213
8,12,0.7808767680492205
8,12,0.20308211953763267
8,12,0.5249326188343839
8,12,0.6107311198375657
8,12,0.48652714096195104
8,12,0.47714465856083665
8,12,0.5302919225469034
8,12,0.6780005397933633
8,12,0.696359938366925
8,12,0.48748882537948535
8,12,0.795975842142146
8,12,1.0
8,12,0.49188587398201533
8,12,0.7077616483445601
8,12,0.25074413731487777
8,12,0.5796677158883814
8,12,0.5313348007570554
8,12,0.07367037800439756
8,12,0.6496115187812501
8,12,0.7856760302125204
8,12,0.7561088201315342
8,12,0.6758840107142203
8,12,0.4846365806343775
8,12,0.4297365833574354
8,12,0.6817680196352445
8,12,0.511835276661224
8,12,0.3211973694674552
8,12,0.12451887015054694
8,12,0.5225522839006662
8,12,0.701718980358864
8,12,0.4669379575840149
6,12,0.9331950660439771
6,12,0.8384074495036573
6,12,0.8551729548676115
6,12,0.8192467044359568
6,12,0.8141011899296994
6,12,0.9137191946264364
6,12,0.7393034178573563
6,12,0.7249871852574632
6,12,0.8971550742377615
6,12,0.6948588284418107
6,12,0.8680684260565812
6,12,0.9201616140727316
6,12,0.5181073421595181
6,12,0.8369849466355291
6,12,0.8370718406231039
6,12,0.699927055114795
6,12,0.8597361333379154
6,12,0.8528229109564625
6,12,0.9232997944237504
6,12,0.901702528875578
6,12,0.8361840776870184
6,12,0.9240951227621502
6,12,1.0
6,12,0.7591130147177151
6,12,0.8533717386150813
6,12,0.6770460559929803
6,12,0.7943950172165096
6,12,0.8079813407142166
6,12,0.5354927887239166
6,12,0.8962134970435092
6,12,0.9400652718374488
6,12,0.9211474853676483
6,12,0.8587754187070383
6,12,0.8072376517411186
6,12,0.9066485195496314
6,12,0.8639216176167943
6,12,0.7446171269548432
6,12,0.6030471795813939
6,12,0.4081324592622905
6,12,0.8713609082164605
6,12,0.8133492685545287
6,12,0.8401016378984407
8,10,0.8597721480204318
8,10,0.7033723380323812
8,10,0.6687778828169088
8,10,0.6787744886724237
8,10,0.6871956919531758
8,10,0.8613947849236756
8,10,0.6811584817888721
8,10,0.7011655831681206
8,10,0.7735933825875021
8,10,0.3525317375402712
8,10,0.8652923792055378
8,10,0.9084136629241754
8,10,0.3236745634406767
8,10,0.7080673231589915
8,10,0.7187785153206877
8,10,0.6789649566897578
8,10,0.6985017071759367
8,10,0.7143519946026169
8,10,0.8499721580480322
8,10,0.8380079943705477
8,10,0.7536194198553263
8,10,0.8826127982721983
8,10,1.0
8,10,0.6930404101455607
8,10,0.8189134452435232
8,10,0.5749351893271002
8,10,0.7519067169065417
8,10,0.7434096337553464
8,10,0.28213869615299847
8,10,0.8797290412004986
8,10,0.9058806184568482
8,10,0.9150975173642226
8,10,0.8545865693673512
8,10,0.834813242445779
8,10,0.7530147451045524
8,10,0.8547281325375461
8,10,0.7274435605590313
8,10,0.5640484484542395
8,10,0.3236140515433628
8,10,0.7757445847267653
8,10,0.7890487156182947
8,10,0.7723779534981816
4,8,0.9625312126416714
4,8,0.8951523425126799
4,8,0.9022002821436126
4,8,0.9054470146543594
4,8,0.9169772358554946
4,8,0.9440885506437564
4,8,0.9102411713708978
4,8,0.7733699959021015
4,8,0.9372389319288831
4,8,0.8993036360770975
4,8,0.9204529373277747
4,8,0.9623918322091233
4,8,0.7635901873936963
4,8,0.91921705940823
4,8,0.8687851118064588
4,8,0.8422776063687133
4,8,0.9145663712405879
4,8,0.907829602055885
4,8,0.953362884045015
4,8,0.933782275660104
4,8,0.9001459577734384
4,8,0.9587845192593181
4,8,1.0
4,8,0.8512473470591495
4,8,0.9344110144855743
4,8,0.8343926072886155
4,8,0.8627756787114634
4,8,0.9087964370026845
4,8,0.74001952884173
4,8,0.9264474694942948
4,8,0.9687237666212524
4,8,0.9547600724452999
4,8,0.9034648330551227
4,8,0.8884226346354703
4,8,0.937111780246879
4,8,0.9248881059029835
4,8,0.7519865955916413
4,8,0.6623862511970641
4,8,0.5537728272267819
4,8,0.923552055651725
4,8,0.8701181512475704
4,8,0.8926848435239898
8,5,0.9024628035715303
8,5,0.7995104406161171
8,5,0.7567649902165329
8,5,0.7642242966733762
8,5,0.7710539387893944
8,5,0.8731008677150631
8,5,0.7214854708048255
8,5,0.7458210339736694
8,5,0.8367262116725492
8,5,0.587256947421087
8,5,0.8703082697209183
8,5,0.9172605082256287
8,5,0.35857641044032806
8,5,0.7954005106128027
8,5,0.8226644912942936
8,5,0.7221144843192581
8,5,0.8354725436582152
8,5,0.8138346299038249
8,5,0.912805777196243
8,5,0.8637701465994302
8,5,0.7857237104106715
8,5,0.9028432436142574
8,5,1.0
8,5,0.7260094153513432
8,5,0.8367369259595571
8,5,0.6332334832998796
8,5,0.7868128013395499
8,5,0.7851488576140698
8,5,0.2930198944393134
8,5,0.9177323295965647
8,5,0.9272069297798197
8,5,0.9315357713863355
8,5,0.8727029402070658
8,5,0.841599492723564
8,5,0.8407927393313019
8,5,0.8684326068799566
8,5,0.816143303187844
8,5,0.6100325114295547
8,5,0.38831258419268394
8,5,0.8286562488798777
8,5,0.8008521421594825
8,5,0.840695869280353
10,24,0.19070105825129532
10,24,0.360562462787794
10,24,0.029056206349716174
10,24,0.24004551966547805
10,24,0.2022668401410027
10,24,0.3864608069686369
10,24,0.4108033387339709
10,24,0.23174893853244177
10,24,0.43302117955826774
10,24,0.02148410630464727
10,24,0.48413132473095394
10,24,0.4676080577198254
10,24,0.0048319469480163
10,24,0.25116941565564893
10,24,0.4599075057373212
10,24,0.06326077380827809
10,24,0.17300625983995768
10,24,0.15863392168581425
10,24,0.44301442344425235
10,24,0.3349619365908109
10,24,0.07163318213870795
10,24,0.6661358706742192
10,24,1.0
10,24,0.184490888792695
10,24,0.24196606253769637
10,24,0.008141279447210575
10,24,0.19110733866625756
10,24,0.14824619559517938
10,24,0.0008147195348147214
10,24,0.3406141279142375
10,24,0.5808664470353765
10,24,0.49861262894477043
10,24,0.2828141354293227
10,24,0.17767196608041033
10,24,0.2504134829174007
10,24,0.39991321062733354
10,24,0.3705270173306693
10,24,0.04574456872682033
10,24,0.01660883675342062
10,24,0.18117078123296868
10,24,1.3056352463359643e-11
10,24,0.025633157915269277
8,9,0.6734778155069917
8,9,0.5658280585051889
8,9,0.3096944746750639
8,9,0.6052044308208132
8,9,0.5639209778263228
8,9,0.806106524572494
8,9,0.6497225386803747
8,9,0.4395364918709459
8,9,0.7237977962034587
8,9,0.3438185848950336
8,9,0.6561015170251999
8,9,0.7650817498284803
8,9,0.1715894426635446
8,9,0.6004665266478663
8,9,0.6428751958051203
8,9,0.2575298502669601
8,9,0.5396789057296074
8,9,0.6124276723992537
8,9,0.8094846419988616
8,9,0.8001948295428477
8,9,0.42726797319602033
8,9,0.7690015702441475
8,9,1.0
8,9,0.4499543783049271
8,9,0.7097285737553375
8,9,0.18970005401638795
8,9,0.5437115305838212
8,9,0.5022972811047489
8,9,0.04757571013660966
8,9,0.5674764317282839
8,9,0.7384557603850254
8,9,0.7103221904657543
8,9,0.6092341375209651
8,9,0.37007970743604784
8,9,0.5185371843947446
8,9,0.6583430772086202
8,9,0.3378314555326801
8,9,0.2535114061016332
8,9,0.07402142279530483
8,9,0.5264668644548058
8,9,0.6819157162272992
8,9,0.36447556380578516
6,7,0.943932947891084
6,7,0.8747793029115839
6,7,0.8828386237794164
6,7,0.866392496329789
6,7,0.8521678498803796
6,7,0.9276657927984082
6,7,0.7582895767280363
6,7,0.7636559628657098
6,7,0.9172157860871475
6,7,0.7710449154453891
6,7,0.8950512306797356
6,7,0.9394651338551806
6,7,0.5951671284101979
6,7,0.8711385438144505
6,7,0.8655485165840878
6,7,0.7534629971337402
6,7,0.9062246917488372
6,7,0.8882672455408116
6,7,0.9469088229441688
6,7,0.9156995615540476
6,7,0.8675842662540144
6,7,0.9383940066488607
6,7,1.0
6,7,0.8000093661058781
6,7,0.8676847882382316
6,7,0.7425822986419224
6,7,0.8321246798032064
6,7,0.8484025962500363
6,7,0.6830044850718615
6,7,0.9374707124783263
6,7,0.9547683821189236
6,7,0.9473117148015098
6,7,0.8904747908150024
6,7,0.8750888701363034
6,7,0.923412414172626
6,7,0.8935078179660532
6,7,0.8091324483944992
6,7,0.6592849036398387
6,7,0.47169229040805505
6,7,0.8974658590026804
6,7,0.8277777361241261
6,7,0.9025569167537548
10,5,0.865210539535706
10,5,0.7876320986682349
10,5,0.6946107649906521
10,5,0.7464330583826417
10,5,0.7409277419319313
10,5,0.8147827020850171
10,5,0.6933750958886766
10,5,0.6835380223297621
10,5,0.8092607928383901
10,5,0.5872433229687879
10,5,0.8310944355279714
10,5,0.8969995763104254
10,5,0.3380512337230765
10,5,0.7582059777797072
10,5,0.7954863898827208
10,5,0.5166167315616376
10,5,0.7883164908155789
10,5,0.7720738202274949
10,5,0.8878259238458963
10,5,0.8485965581982929
10,5,0.7207174682700365
10,5,0.8796559945649484
10,5,1.0
10,5,0.6851021801187387
10,5,0.7998572835252482
10,5,0.5587286342533675
10,5,0.7000513140173454
10,5,0.7371018255804145
10,5,0.15401806169839055
10,5,0.8857395211863903
10,5,0.9027911336109156
10,5,0.8885930906582631
10,5,0.8328805327150488
10,5,0.765524172325854
10,5,0.8076067678477576
10,5,0.8238329702343621
10,5,0.7705112663469965
