width,depth,ESP
10,5,0.45937137154838553
10,5,0.33618792539774883
10,5,0.7930051992461666
10,5,0.7716071413725508
10,5,0.7281022911023678
8,12,0.9355857771816655
8,12,0.8712714634520241
8,12,0.8542303781462931
8,12,0.8677847708187179
8,12,0.8480958304647037
8,12,0.8891802663102845
8,12,0.7550862048052304
8,12,0.7790007633794878
8,12,0.9014428522267385
8,12,0.7761860519493766
8,12,0.8961693001207545
8,12,0.9379088026230054
8,12,0.4274446598062318
8,12,0.8638407389129658
8,12,0.8658029989533435
8,12,0.7711193835403161
8,12,0.9289098947684787
8,12,0.8937823443176542
8,12,0.960525622408786
8,12,0.8980602109957331
8,12,0.845613673951893
8,12,0.9152773479605433
8,12,1.0
8,12,0.7664416487390041
8,12,0.8556605098171479
8,12,0.7309150184013362
8,12,0.8199500359504452
8,12,0.829509595132915
8,12,0.7272982839892943
8,12,0.9671242367835763
8,12,0.9523852390009486
8,12,0.9599719757080646
8,12,0.9054637364125688
8,12,0.9085352174826827
8,12,0.9204570911749016
8,12,0.8972912526817725
8,12,0.8681591312149806
8,12,0.6683781059730088
8,12,0.4529740254285637
8,12,0.8984213478123064
8,12,0.8143008733328575
8,12,0.9155681944978805
6,12,0.8821760429265948
6,12,0.712444002318367
6,12,0.739517185896539
6,12,0.6121536357537299
6,12,0.6112981240395231
6,12,0.8689453669212721
6,12,0.6938802654905625
6,12,0.5654110418833435
6,12,0.830296485664141
6,12,0.398024820343853
6,12,0.762234798703504
6,12,0.8316685271320386
6,12,0.4344028072791691
6,12,0.7187809164160796
6,12,0.7374271156341469
6,12,0.6448480835236637
6,12,0.6480877490029734
6,12,0.7117978246984107
6,12,0.8392533552919301
6,12,0.83686513019405
6,12,0.691874957120781
6,12,0.878676950138269
6,12,1.0
6,12,0.6377545062080474
6,12,0.8126922250142816
6,12,0.38058627317581517
6,12,0.7101290357221524
6,12,0.6462386465117907
6,12,0.23854443541732281
6,12,0.7373886836644324
6,12,0.8856306646559456
6,12,0.8283041950655594
6,12,0.7327691718497545
6,12,0.486853191212465
6,12,0.8466815441349514
6,12,0.7834089517032632
6,12,0.6651108451076914
6,12,0.4235403362614586
6,12,0.1832713821179838
6,12,0.7361569153458513
6,12,0.7312285836190474
6,12,0.6720580104940291
6,22,0.8981623176351977
6,22,0.7338957693178859
6,22,0.781829783398928
6,22,0.6918709400608051
6,22,0.7001962195769077
6,22,0.8727607067820604
6,22,0.6841515186153061
6,22,0.6263111334205103
6,22,0.8337911210114988
6,22,0.4761169512783116
6,22,0.7805437750943379
6,22,0.8578216562209817
6,22,0.3005178004477548
6,22,0.737169072789321
6,22,0.7593244295944722
6,22,0.5422487319727999
6,22,0.7241091947048144
6,22,0.7450914077489096
6,22,0.8530609325971382
6,22,0.8621100904133586
6,22,0.7524852395556044
6,22,0.8821114211602129
6,22,1.0
6,22,0.6337484967715004
6,22,0.8147432837985417
6,22,0.48892380942465824
6,22,0.7000585819349798
6,22,0.6972556503789026
6,22,0.26465425720330793
6,22,0.7973005691460703
6,22,0.8965678921496779
6,22,0.8452754496200734
6,22,0.7545770104609946
6,22,0.6271381474629938
6,22,0.8633330156712771
6,22,0.7652019603897348
6,22,0.604299822395477
6,22,0.45910810062772106
6,22,0.2698042334594135
6,22,0.7931574957859844
6,22,0.7730327110347897
6,22,0.703852684687062
8,2,0.9377606105064112
8,2,0.873065059699076
8,2,0.8561963921487752
8,2,0.870999978067123
8,2,0.8497828246687963
8,2,0.8897108734224902
8,2,0.7565195967485626
8,2,0.7846121236218524
8,2,0.9032647416303179
8,2,0.7847679830494935
8,2,0.8974160884087
8,2,0.9389982088975813
8,2,0.4312653139548414
8,2,0.8670493915029673
8,2,0.8687643868179684
8,2,0.7759312587250916
8,2,0.9315419359614201
8,2,0.8970593015411509
8,2,0.9621527969623804
8,2,0.8994292753555236
8,2,0.845613673951893
8,2,0.9178807403999013
8,2,1.0
8,2,0.769794897672064
8,2,0.8569104190079003
8,2,0.7353285095020143
8,2,0.8236152379073118
8,2,0.8331009773841899
8,2,0.7448770323978581
8,2,0.9683380199705054
8,2,0.9532370825401002
8,2,0.9616396453618151
8,2,0.9073407448231084
8,2,0.9096203184557732
8,2,0.9238404591455868
8,2,0.8994030820831405
8,2,0.8774576765010764
8,2,0.6719315558792246
8,2,0.4584428574355671
8,2,0.8997164016219406
8,2,0.8156994446014002
8,2,0.9190684020395613
10,7,0.7001376372433693
10,7,0.6528930086931105
10,7,0.44807679193750033
10,7,0.6233122113162756
10,7,0.649904074976013
10,7,0.702131506361034
10,7,0.7134439285006976
10,7,0.5044809754586966
10,7,0.7244948964466437
10,7,0.32792781169203833
10,7,0.7005250626567471
10,7,0.8005582641052904
10,7,0.1911113544323139
10,7,0.6870898003457551
10,7,0.6602518076463837
10,7,0.3599192054242557
10,7,0.6302633362219354
10,7,0.6366963639222202
10,7,0.8045947633272227
10,7,0.7167458813826925
10,7,0.46798935709562095
10,7,0.8300778080619164
10,7,1.0
10,7,0.464496914670862
10,7,0.6421274603572334
10,7,0.2774896293527334
10,7,0.44772387204290065
10,7,0.47321634180242406
10,7,0.07546070057142036
10,7,0.663903634608551
10,7,0.7700899849702882
10,7,0.7950001149291861
10,7,0.6946403504521548
10,7,0.5955085392862314
10,7,0.584337704288285
10,7,0.7041290251657608
10,7,0.4936231471410624
10,7,0.25832319260132497
10,7,0.10355738834407685
10,7,0.5838734461808911
10,7,1.4047540532006307e-05
10,7,0.3300739295184219
6,6,0.8424222511226525
6,6,0.6641273966423484
6,6,0.6542339255403247
6,6,0.675071077980092
6,6,0.6240275832645614
6,6,0.8524963541854575
6,6,0.6836800627885932
6,6,0.5015827308894688
6,6,0.8204914390879113
6,6,0.4747162663249885
6,6,0.7477946379790243
6,6,0.8432088057829844
6,6,0.4170334011051123
6,6,0.730717332888328
6,6,0.7373646162297162
6,6,0.6070709638013376
6,6,0.5856537596733986
6,6,0.6979853586528325
6,6,0.8303441232347337
6,6,0.8489498494987948
6,6,0.6065696778640887
6,6,0.8678295105373355
6,6,1.0
6,6,0.5893024847654517
6,6,0.7844498439131824
6,6,0.4515032011041561
6,6,0.6883142967688901
6,6,0.648418497709841
6,6,0.2619846160152438
6,6,0.6797262692700033
6,6,0.8645945200261995
6,6,0.816099471168038
6,6,0.653796381583771
6,6,0.4748011326471929
6,6,0.8397432250953708
6,6,0.7739430903586361
6,6,0.2959970949321666
6,6,0.3628419901201757
6,6,0.21338719878555706
6,6,0.7534491137468475
6,6,0.7599849423133365
6,6,0.6273535904952737
4,12,0.9607397918558277
4,12,0.8898637532132065
4,12,0.8991290249088123
4,12,0.899784536046699
4,12,0.9092682191571402
4,12,0.9423136024964275
4,12,0.9052706886349566
4,12,0.7688207610346567
4,12,0.9311926506272747
4,12,0.8761246193724497
4,12,0.9165542353259986
4,12,0.9599752604393286
4,12,0.7328658309473776
4,12,0.9140577072095714
4,12,0.8640187530832549
4,12,0.8228788698048288
4,12,0.9036269286896019
4,12,0.900339448382677
4,12,0.9492704875074153
4,12,0.9301950684417503
4,12,0.9001459577734384
4,12,0.9575147770810781
4,12,1.0
4,12,0.8391129244774995
4,12,0.9329055129183583
4,12,0.8195094987338345
4,12,0.8566022688418695
4,12,0.9019926172892472
4,12,0.6890652092746885
4,12,0.9236961875903086
4,12,0.9666489441174134
4,12,0.9531765089841995
4,12,0.895741765887668
4,12,0.8832725138655508
4,12,0.9357851222473217
4,12,0.9197857608630655
4,12,0.7440176854083849
4,12,0.6492820659115199
4,12,0.539558094827887
4,12,0.9213444773733508
4,12,0.8687696094543453
4,12,0.8889070893475338
4,155,0.6595824184759722
4,155,0.3943553265689415
4,155,0.3592170959032929
4,155,0.5056998492637498
4,155,0.536091246142242
4,155,0.7459140843217001
4,155,0.6477830462466707
4,155,0.10186652485094871
4,155,0.5624037666584677
4,155,0.2632831725765968
4,155,0.5459390660353006
4,155,0.7502268693003794
4,155,0.08513988822062478
4,155,0.4878785239365564
4,155,0.3326653954356702
4,155,0.11798354280018412
4,155,0.24607191404595408
4,155,0.3898705027410965
4,155,0.515264276560109
4,155,0.5878540278489749
4,155,0.38869521523918793
4,155,0.8160277335716847
4,155,1.0
4,155,0.2778298892882589
4,155,0.7706027777863599
4,155,0.22347045152140585
4,155,0.3904311687363398
4,155,0.44546455886368147
4,155,0.005944071808495268
4,155,0.2612251988279523
4,155,0.6952740979543867
4,155,0.54951634305882
4,155,0.3864901442228358
4,155,0.17379207711371347
4,155,0.6075359361657444
4,155,0.627558894473301
4,155,0.00754300530987598
4,155,0.07654851714931961
4,155,0.012531316803346047
4,155,0.6097441894994691
4,155,0.6567052682408516
4,155,0.12153922451643402
8,34,0.788767697882321
8,34,0.48324770440783094
8,34,0.5003104435699111
8,34,0.4324008577627517
8,34,0.4350592470780478
8,34,0.7660444483328482
8,34,0.5546503711438506
8,34,0.5962619704345605
8,34,0.609223155995719
8,34,0.13798397576646929
8,34,0.7364205340007038
8,34,0.81398389676108
8,34,0.15660622253240683
8,34,0.4732747469629233
8,34,0.587371230451388
8,34,0.5100089545717049
8,34,0.46271426338407184
8,34,0.4767287463477619
8,34,0.6598392055094361
8,34,0.6705387927925107
8,34,0.5915544462034197
8,34,0.824840201851707
8,34,1.0
8,34,0.5495729465976575
8,34,0.7518232227978392
8,34,0.3300886971866767
8,34,0.6275604195445731
8,34,0.5977532929320115
8,34,0.08826140057120266
8,34,0.745400150517271
8,34,0.8321007020527432
8,34,0.8017676655418363
8,34,0.7200830061128014
8,34,0.5648069515386445
8,34,0.6114747650957123
8,34,0.7242394930982976
8,34,0.6293347210556705
8,34,0.3944643149865516
8,34,0.19042878942067804
8,34,0.6138511815546891
8,34,0.7277460817151608
8,34,0.5979221055155154
6,13,0.896205567193416
6,13,0.7389008422951433
6,13,0.6981700279201797
6,13,0.6484938824797779
6,13,0.7047730879669822
6,13,0.8665213555809564
6,13,0.6986973009506114
6,13,0.6084341945877197
6,13,0.8255186115528291
6,13,0.5048068150707883
6,13,0.7498308260553139
6,13,0.8449963478099769
6,13,0.4828080161039915
6,13,0.7575850695915921
6,13,0.7721019243218484
6,13,0.6776792371568435
6,13,0.7314364660167721
6,13,0.7640961798112182
6,13,0.8325142250085906
6,13,0.8508678532199578
6,13,0.6844801282291793
6,13,0.8832302712195201
6,13,1.0
6,13,0.6268159311086876
6,13,0.7943433702514106
6,13,0.5029960227653308
6,13,0.7224443052824217
6,13,0.6787103855375518
6,13,0.3564100952360438
6,13,0.7986636272254873
6,13,0.8994765436131824
6,13,0.8446817851723614
6,13,0.6896561228615978
6,13,0.5295138476719673
6,13,0.8194958208974119
6,13,0.7918657777919479
6,13,0.3797924157181574
6,13,0.46277470974676777
6,13,0.2779646414700049
6,13,0.753072384377694
6,13,0.7678207592365718
6,13,0.6996946602525779
10,78,0.202905473126526
10,78,0.2664685605174477
10,78,0.025871411848564976
10,78,0.18863919024873715
10,78,0.2010500017416503
10,78,0.3997211868509234
10,78,0.32424402032094896
10,78,0.14352886671447726
10,78,0.3809795729934264
10,78,0.019678110095064604
10,78,0.3708279573810799
10,78,0.34956784495218873
10,78,0.014548270697813993
10,78,0.21421873144612807
10,78,0.3655287310081615
10,78,0.09652192320100865
10,78,0.25868900365637604
10,78,0.20176335956914807
10,78,0.48346182469171417
10,78,0.4595663171586784
10,78,0.06291801911277428
10,78,0.5277668804526365
10,78,1.0
10,78,0.10905864040435824
10,78,0.2498650863750454
10,78,0.003437761182319776
10,78,0.0868360527516193
10,78,0.09428441337150249
10,78,0.0005287727979884881
10,78,0.2976818825238666
10,78,0.41920935439140067
10,78,0.4913350468287526
10,78,0.2559203393925777
10,78,0.08063677086774274
10,78,0.15510162225286994
10,78,0.2233721447612269
10,78,0.19167575683267354
10,78,0.019295753840790228
10,78,0.0023998267788990276
10,78,0.1090673672243205
10,78,8.052969853299275e-26
10,78,0.022100202707462876
4,145,0.29399069837625924
4,145,0.06563740240243159
4,145,0.026083398171765658
4,145,0.03621822894697935
4,145,0.0767812345848502
4,145,0.46600197162770335
4,145,0.26002882733655197
4,145,0.12354492626882888
4,145,0.12600336132407514
4,145,0.0001156648273420324
4,145,0.3591768929047038
4,145,0.4630291665425167
4,145,0.00589081233756616
4,145,0.06068209230300507
4,145,0.14674042839105975
4,145,0.08303504611560997
4,145,0.03260808584171408
4,145,0.05633354892321144
4,145,0.19289143940348524
4,145,0.26933547930549956
4,145,0.11999728161922027
4,145,0.5121737590989411
4,145,1.0
4,145,0.13932638045703444
4,145,0.4473878598004884
4,145,0.011179532554919496
4,145,0.18130872281295318
4,145,0.13449177991969982
4,145,0.0001762552452344915
4,145,0.19626912245215397
4,145,0.42736484116289036
4,145,0.3430530708747574
4,145,0.27687513874056474
4,145,0.08934467428465127
4,145,0.053796436186323106
4,145,0.3184782839805819
4,145,0.048331520537970955
4,145,0.04247035747279415
4,145,0.003495514971971472
4,145,0.09160969478415237
4,145,0.5013642691484954
4,145,0.05757092822758712
