Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Single-qubit Pauli-X error 
Q0,192.81,213.78,4.972,-0.34719,3.090e-2,0.0354,0.0264,4977.778,1.705e-4,1.705e-4,1.705e-4
