id,rz,sx,x,cx,reset,measure,u2,u3,u1,Machine,AvgDegree,NumQubit,Depth,qubit_count,circuit_depth,circuit_width,retention_lifespan,gate_density,dual_gate_count,measurement_density,size_factor,gate_count,entanglement_variance,PST,TVD,Entropy,Swaps,L2,Hellinger
0,26,4,2,20,0,4,-1,-1,-1,2,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.486328125,0.513671874925,1.9834003460702492,8,0.5379237434107906,0.7779708824420349
0,26,4,2,20,0,4,-1,-1,-1,3,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.33984375,0.660156249925,2.3155256031336306,18,0.6895776047233666,0.9132680754821503
0,26,4,2,20,0,4,-1,-1,-1,5,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.1591796875,0.840820312425,2.6619866220322286,8,0.8717952349869085,1.096371889295314
0,-1,-1,-1,20,-1,4,4,2,18,7,3.2,5,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.4501953125,0.549804687425,2.094631215549392,15,0.5731165681578327,0.8112032148754701
0,-1,-1,-1,20,-1,4,4,2,18,11,3.2,5,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.353515625,0.646484374925,2.335284937168173,15,0.6717358822082193,0.9004650028120886
0,26,4,2,20,0,4,-1,-1,-1,18,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.5166015625,0.483398437425,1.934096842594202,16,0.5035919865390509,0.7499890556859743
0,-1,-1,-1,20,-1,4,4,2,18,19,3.2,5,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.3193359375,0.680664062425,2.367899422282143,14,0.7103121176143246,0.9326222210089207
0,26,4,2,20,0,4,-1,-1,-1,21,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.6005859375,0.399414062425,1.5335652341864294,8,0.43481712618013424,0.6708478743890687
0,26,4,2,20,-1,4,-1,-1,-1,26,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.572265625,0.427734374925,1.6227326155517903,16,0.463541209465032,0.6978689352705578
0,26,4,2,20,0,4,-1,-1,-1,29,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.2197265625,0.780273437425,2.55057235839444,18,0.8125328644098732,1.0307661989226076
0,26,4,2,20,0,4,-1,-1,-1,31,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.5322265625,0.467773437425,1.838470003986991,10,0.49212742998056647,0.7354638706938557
0,26,4,2,20,0,4,-1,-1,-1,33,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.72265625,0.277343749925,1.2454367433685463,10,0.29423878362045564,0.5475439692647086
0,-1,-1,-1,20,-1,4,4,2,18,36,2.4,5,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.107421875,0.892578124925,2.704831171364821,9,0.9254154818615595,1.1595135505690741
0,26,4,2,20,-1,4,-1,-1,-1,39,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.466796875,0.533203124925,1.9361428441276076,14,0.5678037044104817,0.7959479098996715
0,26,4,2,20,-1,4,-1,-1,-1,40,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.51953125,0.480468749925,1.8121680801832492,16,0.5124692581911393,0.7472711566176966
0,26,4,2,20,0,4,-1,-1,-1,42,4.8,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.33203125,0.667968749925,2.162063992764013,7,0.7187738829159218,0.9206187124670753
0,26,4,2,20,0,4,-1,-1,-1,10,3.4285714285714284,7,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.412109375,0.587890624925,2.1905162062749457,16,0.6134973618930775,0.8462073611150479
0,26,4,2,20,0,4,-1,-1,-1,14,3.4285714285714284,7,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.44921875,0.550781249925,1.7103996854442804,16,0.6287106037792063,0.8121018320801028
