id,rz,sx,x,cx,reset,measure,u3,u1,u2,measureSuccess,resetSuccess,xSuccess,u3Success,sxSuccess,cxSuccess,rzSuccess,u1Success,idSuccess,u2Success,Machine,GraphDensity,AvgDegree,AvgConnectivity,AvgNeighborDegree,AvgClustering,AvgShortestPath,NumQubit,Depth,qubit_count,circuit_depth,circuit_width,retention_lifespan,gate_density,dual_gate_count,measurement_density,size_factor,gate_count,entanglement_variance,PST,TVD,Entropy,Swaps,L2,Hellinger
0,26,4,2,20,0,4,-1,-1,-1,0.9833400000000001,0.9779285576818812,0.9996294597819153,1.0,0.9996294597819153,0.9942310916292324,1,1,0.9996294597819153,1.0,2,0.4,1.6,1.0,1.8,0.0,2.0,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.4755859375,0.524414062425,2.024575421147137,10,0.5474362354414232,0.7878630843492941
0,26,4,2,20,0,4,-1,-1,-1,0.9696,0.9527843293420855,0.9997106123221975,1.0,0.9997106123221975,0.9927898647489171,1,1,0.9997106123221975,1.0,3,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.458984375,0.541015624925,2.055205028551403,16,0.5654929328199052,0.8031283371023229
0,26,4,2,20,0,4,-1,-1,-1,0.9625,0.9699656647493635,0.9995111620971746,1.0,0.9995111620971746,0.9808725435749985,1,1,0.9995111620971746,1.0,5,0.4,1.6,1.0,1.8,0.0,2.0,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.158203125,0.841796874925,2.660600478670494,8,0.8731539189034458,1.097489301398899
0,-1,-1,-1,20,-1,4,2,18,4,0.9650000000000001,1.0,1.0,0.9992076029941618,1.0,0.99256611367308,1,1,0.9996036299449258,0.9996036299449258,7,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.224609375,0.775390624925,2.6070788790649706,17,0.8024670232157518,1.025728608697027
0,-1,-1,-1,20,-1,4,2,18,4,0.96126,1.0,1.0,1.0,1.0,0.9889306641814675,1,1,1.0,1.0,11,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.3046875,0.695312499925,2.44678209260679,15,0.7212454556600774,0.946577973746489
0,26,4,2,20,0,4,-1,-1,-1,0.96566,0.9313453596464274,0.999509747837673,1.0,0.999509747837673,0.9987046336893022,1,1,0.999509747837673,1.0,18,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.4599609375,0.540039062425,2.0249593986641683,16,0.5667227025373436,0.8022310556061338
0,-1,-1,-1,20,-1,4,2,18,4,0.943,1.0,1.0,0.9991333878495879,1.0,0.9973258668761604,1,1,0.9995663833269482,0.9995663833269482,19,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.453125,0.546874999925,2.0781174695273994,15,0.571638681738531,0.8085118604151997
0,26,4,2,20,-1,4,-1,-1,-1,0.9693999999999999,1.0,0.9994803955960198,1.0,0.9994803955960198,0.9915309115275228,1,1,0.9994803955960198,1.0,26,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.5859375,0.414062499925,1.6783756354558885,15,0.43764166580988556,0.6848753598428016
0,26,4,2,20,0,4,-1,-1,-1,0.9493199999999999,0.872784961502177,0.9984303836499713,1.0,0.9984303836499713,0.9832282953458744,1,1,0.9984303836499713,1.0,29,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.22265625,0.777343749925,2.571112936805781,18,0.8076803604655239,1.0277400087169892
0,26,4,2,20,0,4,-1,-1,-1,0.97432,0.9861884753432915,0.9998203750242555,1.0,0.9998203750242555,0.9952997709148018,1,1,0.9998203750242555,1.0,31,0.4,1.6,1.0,1.8,0.0,2.0,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.53515625,0.464843749925,1.9035718852226826,8,0.4829138590667999,0.732732042728651
0,26,4,2,20,0,4,-1,-1,-1,0.98582,0.9687571127892228,0.9997111642368285,1.0,0.9997111642368285,0.9931502757325131,1,1,0.9997111642368285,1.0,33,0.4,1.6,1.0,1.8,0.0,2.0,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.736328125,0.263671874925,1.2090799904513783,8,0.27787965388906727,0.5327261904337842
0,-1,-1,-1,20,-1,4,2,18,4,0.8316500000000001,1.0,1.0,0.9955695571751152,1.0,0.94949775363808,1,1,1.0,0.9977847785875575,36,0.3,1.2,0.6,0.8,0.4333333333333334,0.7,5,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.0966796875,0.903320312425,2.7319737618834683,7,0.9349585098511412,1.1739292068086749
0,26,4,2,20,-1,4,-1,-1,-1,0.9618800000000001,1.0,0.9992588698278387,1.0,0.9992588698278387,0.987698239503074,1,1,0.9992588698278387,1.0,39,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.498046875,0.501953124925,1.927004881457792,17,0.5281731758395956,0.7671603485816131
0,26,4,2,20,-1,4,-1,-1,-1,0.9666,1.0,0.9992154886350402,1.0,0.9992154886350402,0.9960066775234994,1,1,0.9992154886350402,1.0,40,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.5205078125,0.479492187425,1.8059468135452263,16,0.5120820364701061,0.7463645197536543
0,26,4,2,20,0,4,-1,-1,-1,0.89408,0.8226218323819985,0.9977600689569528,1.0,0.9977600689569528,0.9787030041079575,1,1,0.9977600689569528,1.0,42,0.6,2.4,1.6,2.8,0.8666666666666668,1.4,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.3662109375,0.633789062425,2.2330970453893215,7,0.6661860004674142,0.8886361657860546
0,26,4,2,20,0,4,-1,-1,-1,0.9810142857142855,0.9478356623107348,0.9993905234395288,1.0,0.9993905234395288,0.9903059214318305,1,1,0.9993905234395288,1.0,10,0.2857142857142857,1.7142857142857142,1.0,2.5238095238095237,0.0,2.2857142857142856,7,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.3330078125,0.666992187425,2.372290887764703,16,0.693773258943819,0.9196977412700795
0,-1,-1,-1,20,-1,4,2,18,4,0.94186,1.0,0.9990867331464692,1.0,0.9990867331464692,0.9920411468824666,1,1,0.9990867331464692,1.0,22,0.0989010989010989,1.2857142857142858,0.17032967032967034,0.35714285714285715,0.0,0.2032967032967033,14,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.2509765625,0.749023437425,2.5069045241987995,8,0.7804011501690749,0.9990135818811876
0,26,4,2,20,0,4,-1,-1,-1,0.9801812500000002,0.9811508520208536,0.9998838875255724,1.0,0.9998838875255724,0.9965097040140948,1,1,0.9998838875255724,1.0,12,0.13333333333333333,2.0,1.55,2.4166666666666665,0.0,3.683333333333333,16,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.421875,0.578124999925,2.1752853162115966,8,0.6018366993696579,0.8372238960341655
0,-1,-1,-1,20,-1,4,2,18,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,32,0.09166666666666666,1.375,0.16666666666666666,0.4166666666666667,0.0,0.22083333333333333,16,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,1.0,0.0,-1.0000004999175666e-06,11,0.0,0.0
0,-1,-1,-1,20,-1,4,2,18,4,0.9465,1.0,1.0,0.9973176452248786,1.0,0.9760276770720698,1,1,0.9986574915725124,0.9986574915725124,0,0.12105263157894737,2.3,1.7105263157894737,2.6333333333333333,0.0,3.4842105263157896,20,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.3427734375,0.657226562425,2.3211147645629593,8,0.6865157972007574,0.9105183957746629
0,-1,-1,-1,20,-1,4,2,18,4,0.9474200000000002,1.0,1.0,0.9991614136605266,1.0,0.990896544278596,1,1,0.9995804190102119,0.9995804190102119,4,0.12105263157894737,2.3,1.7105263157894737,2.6333333333333333,0.0,3.4842105263157896,20,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.283203125,0.716796874925,2.4395534550514384,10,0.7470249935096194,0.9672865822467257
0,-1,-1,-1,20,-1,4,2,18,4,0.9158800000000001,1.0,1.0,0.996439425683765,1.0,0.9464863293600775,1,1,0.9982174491499871,0.9982174491499871,15,0.12105263157894737,2.3,2.0789473684210527,2.4,0.0,3.5473684210526315,20,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.40234375,0.597656249925,1.9931404125451955,8,0.6500826269506415,0.8552027169589772
0,-1,-1,-1,20,-1,4,2,18,4,0.9483,1.0,1.0,0.9954699457510012,1.0,0.9758055100608879,1,1,0.9976098273371046,0.9977302219001152,28,0.12105263157894737,2.3,2.0789473684210527,2.4,0.0,3.5473684210526315,20,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.302734375,0.697265624925,2.4619581280186242,8,0.7227182722443507,0.9484480927329165
0,-1,-1,-1,20,-1,4,2,18,4,0.953625,1.0,1.0,0.9993380868411371,1.0,0.9901694472423862,1,1,0.9996689332767229,0.9996689332767229,34,0.12105263157894737,2.3,1.7105263157894737,2.6333333333333333,0.0,3.4842105263157896,20,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.232421875,0.767578124925,2.5722856263761367,10,0.796205725754284,1.0177307263722952
0,-1,-1,-1,20,-1,4,2,18,4,0.9405000000000001,1.0,1.0,0.9921294853750677,1.0,0.956016435211356,1,1,0.9960797785217836,0.9960646689208055,37,0.18421052631578946,3.5,2.1157894736842104,4.219166666666666,0.43999999999999995,2.526315789473684,20,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.287109375,0.712890624925,2.4233242621140683,15,0.7449309389920505,0.963497940644312
0,26,4,2,20,0,4,-1,-1,-1,0.9750222222222225,0.9437309828942176,0.9995426622425977,1.0,0.9995426622425977,0.9919042079657124,1,1,0.9995426622425977,1.0,23,0.07977207977207977,2.074074074074074,1.601139601139601,2.4814814814814814,0.0,4.951566951566951,27,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.49609375,0.503906249925,1.7385193417554843,8,0.5579599906679787,0.7689645471337204
0,26,4,2,20,0,4,-1,-1,-1,0.9693740740740737,0.9818246149702419,0.9998042390090599,1.0,0.9998042390090599,0.9943698757559997,1,1,0.9998042390090599,1.0,24,0.07977207977207977,2.074074074074074,1.601139601139601,2.4814814814814814,0.0,4.951566951566951,27,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.2041015625,0.795898437425,2.627712910718726,10,0.8242604032624798,1.0471037954199767
0,26,4,2,20,0,4,-1,-1,-1,0.9696148148148146,0.9732593836584447,0.9995827882190823,1.0,0.9995827882190823,0.9905215054671948,1,1,0.9995827882190823,1.0,27,0.07977207977207977,2.074074074074074,1.601139601139601,2.4814814814814814,0.0,4.951566951566951,27,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.39453125,0.605468749925,2.268562049025741,8,0.6279851197734194,0.8624075753659298
0,26,4,2,20,0,4,-1,-1,-1,0.9610814814814814,0.9641410123935544,0.9995807905842661,1.0,0.9995807905842661,0.986032855011679,1,1,0.9995807905842661,1.0,35,0.07977207977207977,2.074074074074074,1.601139601139601,2.4814814814814814,0.0,4.951566951566951,27,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.611328125,0.388671874925,1.5931258342341827,8,0.41157446400492037,0.6604819940726185
0,26,4,2,20,0,4,-1,-1,-1,0.955177777777778,0.8874855093297573,0.9972079568837919,1.0,0.9972079568837919,0.9762510894616516,1,1,0.9972079568837919,1.0,38,0.07977207977207977,2.074074074074074,1.601139601139601,2.4814814814814814,0.0,4.951566951566951,27,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.0234375,0.976562499925,2.3011500410719705,10,1.0526637122527545,1.30145765769719
0,-1,-1,-1,20,-1,4,2,18,4,0.8731785714285714,1.0,1.0,0.996514591426857,1.0,0.8196572178542579,1,1,0.9982558893904038,0.9982558893904038,9,0.07936507936507936,2.142857142857143,2.015873015873016,2.2142857142857144,0.0,5.023809523809524,28,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.3408203125,0.659179687425,2.2612049979623317,8,0.6958060923496423,0.9123512976820098
0,-1,-1,-1,20,-1,4,2,18,4,0.8555188679245285,1.0,1.0,0.9960435527728214,1.0,0.907673101699455,1,1,0.9980167376396638,0.9980167376396638,30,0.0420899854862119,2.188679245283019,1.9404934687953557,2.3459119496855347,0.0,7.3918722786647315,53,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.10546875,0.894531249925,2.737923188876491,8,0.9252485199072236,1.1620920447463787
0,26,4,2,20,0,4,-1,-1,-1,0.9565830769230769,0.9754085618088066,0.9998105609797437,1.0,0.9998105609797437,0.8120878381313554,1,1,0.9998105609797437,1.0,20,0.03461538461538462,2.2153846153846155,1.9826923076923078,2.3743589743589744,0.0,7.892307692307693,65,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.0517578125,0.948242187425,2.761362860956173,8,0.9799832665611308,1.2429679580312303
0,13,2,2,10,0,4,-1,-1,-1,0.9833400000000001,0.9779285576818812,0.9996294597819153,1.0,0.9996294597819153,0.9942310916292324,1,1,0.9996294597819153,1.0,2,0.4,1.6,1.0,1.8,0.0,2.0,5,16,4,18,4,2.8903717578961645,0.5138888888888888,10,1.0691665297540138,3.6109179126442243,27,0.27465307216702745,0.6806640625,0.31933593743,1.3397367149406585,4,0.3410874333666436,0.5915578393320821
0,13,2,2,10,0,4,-1,-1,-1,0.9696,0.9527843293420855,0.9997106123221975,1.0,0.9997106123221975,0.9927898647489171,1,1,0.9997106123221975,1.0,3,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,16,4,18,4,2.8903717578961645,0.5138888888888888,10,1.0691665297540138,3.6109179126442243,27,0.27465307216702745,0.6630859375,0.33691406243,1.3507297989146358,9,0.3625980639086383,0.6094148068105496
0,13,2,2,10,0,4,-1,-1,-1,0.9625,0.9699656647493635,0.9995111620971746,1.0,0.9995111620971746,0.9808725435749985,1,1,0.9995111620971746,1.0,5,0.4,1.6,1.0,1.8,0.0,2.0,5,16,4,18,4,2.8903717578961645,0.5138888888888888,10,1.0691665297540138,3.6109179126442243,27,0.27465307216702745,0.4658203125,0.534179687425,1.9207262686393296,4,0.5688792993385143,0.7968458482759754
0,-1,-1,-1,10,-1,4,2,9,2,0.9650000000000001,1.0,1.0,0.9992076029941618,1.0,0.99256611367308,1,1,0.9996036299449258,0.9996036299449258,7,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,12,4,14,4,2.6390573296152584,0.5892857142857143,10,1.0063379226837874,3.4965075614664802,23,0.27465307216702745,0.5009765625,0.499023437425,1.9688457501745622,8,0.5206699369250721,0.7644536575908027
0,-1,-1,-1,10,-1,4,2,9,2,0.96126,1.0,1.0,1.0,1.0,0.9889306641814675,1,1,1.0,1.0,11,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,12,4,14,4,2.6390573296152584,0.5892857142857143,10,1.0063379226837874,3.4965075614664802,23,0.27465307216702745,0.591796875,0.408203124925,1.5764403978840418,9,0.4353388131030638,0.6792789120088827
0,13,2,2,10,0,4,-1,-1,-1,0.96566,0.9313453596464274,0.999509747837673,1.0,0.999509747837673,0.9987046336893022,1,1,0.999509747837673,1.0,18,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,16,4,18,4,2.8903717578961645,0.5138888888888888,10,1.0691665297540138,3.6109179126442243,27,0.27465307216702745,0.677734375,0.322265624925,1.3484361018786917,10,0.3446062002069808,0.5945546983616383
0,-1,-1,-1,10,-1,4,2,9,2,0.943,1.0,1.0,0.9991333878495879,1.0,0.9973258668761604,1,1,0.9995663833269482,0.9995663833269482,19,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,12,4,14,4,2.6390573296152584,0.5892857142857143,10,1.0063379226837874,3.4965075614664802,23,0.27465307216702745,0.646484375,0.353515624925,1.3634635538656525,9,0.3843564408854836,0.6260216024187125
0,13,2,2,10,-1,4,-1,-1,-1,0.9693999999999999,1.0,0.9994803955960198,1.0,0.9994803955960198,0.9915309115275228,1,1,0.9994803955960198,1.0,26,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,16,4,18,4,2.8903717578961645,0.5138888888888888,10,1.0691665297540138,3.6109179126442243,27,0.27465307216702745,0.7421875,0.257812499935,1.0483764530882997,8,0.28733183876161866,0.5262929961854044
