id,rz,sx,x,cx,reset,measure,u1,u2,u3,Machine,AvgDegree,NumQubit,Depth,qubit_count,circuit_depth,circuit_width,retention_lifespan,gate_density,dual_gate_count,measurement_density,size_factor,gate_count,entanglement_variance,PST,TVD,Entropy,Swaps,L2,Hellinger
0,26,4,2,20,0,4,-1,-1,-1,2,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.4677734375,0.532226562425,2.0726608015273476,8,0.5539683663505434,0.7950492627952964
0,26,4,2,20,0,4,-1,-1,-1,3,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.3779296875,0.622070312425,2.263390942624764,17,0.6493413669272798,0.8777594000366519
0,26,4,2,20,0,4,-1,-1,-1,5,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.1826171875,0.817382812425,2.6660507535847255,8,0.8456907205258061,1.0701884709436305
0,-1,-1,-1,20,-1,4,18,4,2,7,3.2,5,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.4599609375,0.540039062425,2.079168746460964,14,0.5624406571248657,0.8022307941962383
0,-1,-1,-1,20,-1,4,18,4,2,11,3.2,5,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.330078125,0.669921874925,2.3841060409084047,15,0.6958759896209507,0.9224597222274066
0,26,4,2,20,0,4,-1,-1,-1,18,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.498046875,0.501953124925,1.9747912814309005,15,0.5239219132013272,0.7671600788962212
0,-1,-1,-1,20,-1,4,18,4,2,19,3.2,5,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.3349609375,0.665039062425,2.3328259122562436,17,0.6946002870014664,0.9178587046523325
0,26,4,2,20,0,4,-1,-1,-1,21,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.6396484375,0.360351562425,1.4394595243022894,10,0.38949054013180856,0.6327928137570437
0,26,4,2,20,-1,4,-1,-1,-1,26,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.5966796875,0.403320312425,1.6037417721210494,15,0.432097732358452,0.6745998704844779
0,26,4,2,20,0,4,-1,-1,-1,29,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.21484375,0.785156249925,2.586049403237436,15,0.8149693451619102,1.035834881881254
0,26,4,2,20,0,4,-1,-1,-1,31,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.5107421875,0.489257812425,1.9035839000008625,8,0.5146419517404225,0.7554199152503037
0,26,4,2,20,0,4,-1,-1,-1,33,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.7177734375,0.282226562425,1.2565695060598465,8,0.2994848278356192,0.5527729858930274
0,-1,-1,-1,20,-1,4,18,4,2,36,2.4,5,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.1025390625,0.897460937425,2.730910188359201,6,0.928857256307101,1.1659942398115963
0,26,4,2,20,-1,4,-1,-1,-1,39,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.5107421875,0.489257812425,1.8388555265387159,16,0.5204482625902248,0.7554202702489887
0,26,4,2,20,-1,4,-1,-1,-1,40,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.4755859375,0.524414062425,1.9188446999127597,16,0.5630642921409937,0.7878634622337594
0,26,4,2,20,0,4,-1,-1,-1,42,4.8,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.2890625,0.710937499925,2.2642351404355905,7,0.7592495535917924,0.9616082646331112
0,26,4,2,20,0,4,-1,-1,-1,10,3.4285714285714284,7,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.447265625,0.552734374925,2.1060102744862,15,0.5765044723201688,0.8138943489822041
0,26,4,2,20,0,4,-1,-1,-1,14,3.4285714285714284,7,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.4931640625,0.506835937425,1.68294185949227,14,0.566759722670742,0.7716687673125145
0,26,4,2,20,0,4,-1,-1,-1,17,3.4285714285714284,7,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.7451171875,0.254882812425,1.1908719277086668,17,0.2682686687039387,0.5230535586653483
0,26,4,2,20,0,4,-1,-1,-1,25,3.4285714285714284,7,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.548828125,0.451171874925,1.7977096284027407,17,0.47444256648444155,0.719948518986963
0,-1,-1,-1,20,-1,4,18,4,2,22,2.5714285714285716,14,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.416015625,0.583984374925,2.1255606990148395,8,0.6132517035980083,0.8426131358659966
0,26,4,2,20,0,4,-1,-1,-1,12,4.0,16,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.4697265625,0.530273437425,2.032855406407909,8,0.5548783094912674,0.7932533771866187
0,-1,-1,-1,20,-1,4,18,4,2,32,2.75,16,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,1.0,0.0,-1.0000004999175666e-06,5,0.0,0.0
0,-1,-1,-1,20,-1,4,18,4,2,0,4.6,20,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.298828125,0.701171874925,2.220572461232383,10,0.7448425986825327,0.9521965231118047
0,-1,-1,-1,20,-1,4,18,4,2,4,4.6,20,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.46484375,0.535156249925,2.027407698447137,8,0.5612286930149958,0.797743061097256
