id,rz,sx,x,cx,reset,measure,u2,u1,u3,measureSuccess,u2Success,xSuccess,cxSuccess,idSuccess,resetSuccess,rzSuccess,sxSuccess,u1Success,u3Success,Machine,GraphDensity,AvgDegree,AvgConnectivity,AvgNeighborDegree,AvgClustering,AvgShortestPath,NumQubit,Depth,qubit_count,circuit_depth,circuit_width,retention_lifespan,gate_density,dual_gate_count,measurement_density,size_factor,gate_count,entanglement_variance,PST,TVD,Entropy,Swaps,L2,Hellinger
0,26,4,2,20,0,4,-1,-1,-1,0.9833400000000001,1.0,0.9996294597819153,0.9942310916292324,0.9996294597819153,0.9779285576818812,1,0.9996294597819153,1,1.0,2,0.4,1.6,1.0,1.8,0.0,2.0,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.4501953125,0.549804687425,2.0795566380828325,8,0.5746869105478387,0.8112032634519198
0,26,4,2,20,0,4,-1,-1,-1,0.9696,1.0,0.9997106123221975,0.9927898647489171,0.9997106123221975,0.9527843293420855,1,0.9997106123221975,1,1.0,3,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.4365234375,0.563476562425,2.1421721771521507,17,0.5866271982403245,0.8237619655854137
0,26,4,2,20,0,4,-1,-1,-1,0.9625,1.0,0.9995111620971746,0.9808725435749985,0.9995111620971746,0.9699656647493635,1,0.9995111620971746,1,1.0,5,0.4,1.6,1.0,1.8,0.0,2.0,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.23828125,0.761718749925,2.5736193240107306,8,0.7889863534479848,1.01177947095814
0,-1,-1,-1,20,-1,4,4,18,2,0.9650000000000001,0.9996036299449258,1.0,0.99256611367308,0.9996036299449258,1.0,1,1.0,1,0.9992076029941618,7,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.2587890625,0.741210937425,2.552814320437361,17,0.7673519665137501,0.9912380167566913
0,-1,-1,-1,20,-1,4,4,18,2,0.96126,1.0,1.0,0.9889306641814675,1.0,1.0,1,1.0,1,1.0,11,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.30859375,0.691406249925,2.4414152317765336,15,0.7170735586476206,0.9428444776590988
0,26,4,2,20,0,4,-1,-1,-1,0.96566,1.0,0.999509747837673,0.9987046336893022,0.999509747837673,0.9313453596464274,1,0.999509747837673,1,1.0,18,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.4306640625,0.569335937425,2.1215890216681994,15,0.5961928058984103,0.8291455353966037
0,-1,-1,-1,20,-1,4,4,18,2,0.943,0.9995663833269482,1.0,0.9973258668761604,0.9995663833269482,1.0,1,1.0,1,0.9991333878495879,19,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.498046875,0.501953124925,1.9716922180907246,16,0.5236233053987931,0.7671601326728206
0,26,4,2,20,-1,4,-1,-1,-1,0.9693999999999999,1.0,0.9994803955960198,0.9915309115275228,0.9994803955960198,1.0,1,0.9994803955960198,1,1.0,26,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.5361328125,0.463867187425,1.6760853986684894,15,0.5069046120892216,0.7318221793213447
0,26,4,2,20,0,4,-1,-1,-1,0.9493199999999999,1.0,0.9984303836499713,0.9832282953458744,0.9984303836499713,0.872784961502177,1,0.9984303836499713,1,1.0,29,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.193359375,0.806640624925,2.596684944159403,18,0.8384242636968153,1.058548809399092
0,26,4,2,20,0,4,-1,-1,-1,0.97432,1.0,0.9998203750242555,0.9952997709148018,0.9998203750242555,0.9861884753432915,1,0.9998203750242555,1,1.0,31,0.4,1.6,1.0,1.8,0.0,2.0,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.57421875,0.425781249925,1.7697694762651772,8,0.4439999158608627,0.6960173786104905
0,26,4,2,20,0,4,-1,-1,-1,0.98582,1.0,0.9997111642368285,0.9931502757325131,0.9997111642368285,0.9687571127892228,1,0.9997111642368285,1,1.0,33,0.4,1.6,1.0,1.8,0.0,2.0,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.73828125,0.261718749925,1.2230473905470345,8,0.2742419806214857,0.5305868081321427
0,-1,-1,-1,20,-1,4,4,18,2,0.8316500000000001,0.9977847785875575,1.0,0.94949775363808,1.0,1.0,1,1.0,1,0.9955695571751152,36,0.3,1.2,0.6,0.8,0.4333333333333334,0.7,5,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.099609375,0.900390624925,2.7406595923354993,8,0.931357030660688,1.1699392462610165
0,26,4,2,20,-1,4,-1,-1,-1,0.9618800000000001,1.0,0.9992588698278387,0.987698239503074,0.9992588698278387,1.0,1,0.9992588698278387,1,1.0,39,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.46875,0.531249999925,1.98696973172486,15,0.5605400696356233,0.7941516903800064
0,26,4,2,20,-1,4,-1,-1,-1,0.9666,1.0,0.9992154886350402,0.9960066775234994,0.9992154886350402,1.0,1,0.9992154886350402,1,1.0,40,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.529296875,0.470703124925,1.7919807234710143,15,0.5024601494375573,0.7381929265680236
0,26,4,2,20,0,4,-1,-1,-1,0.89408,1.0,0.9977600689569528,0.9787030041079575,0.9977600689569528,0.8226218323819985,1,0.9977600689569528,1,1.0,42,0.6,2.4,1.6,2.8,0.8666666666666668,1.4,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.3037109375,0.696289062425,2.20305697654781,8,0.7527314356687163,0.9475135183550185
0,26,4,2,20,0,4,-1,-1,-1,0.9810142857142855,1.0,0.9993905234395288,0.9903059214318305,0.9993905234395288,0.9478356623107348,1,0.9993905234395288,1,1.0,10,0.2857142857142857,1.7142857142857142,1.0,2.5238095238095237,0.0,2.2857142857142856,7,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.35546875,0.644531249925,2.2656696652226507,17,0.6748209397820724,0.8986419515783454
0,-1,-1,-1,20,-1,4,4,18,2,0.94186,1.0,0.9990867331464692,0.9920411468824666,0.9990867331464692,1.0,1,0.9990867331464692,1,1.0,22,0.0989010989010989,1.2857142857142858,0.17032967032967034,0.35714285714285715,0.0,0.2032967032967033,14,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.1640625,0.835937499925,2.675192840765036,10,0.8657170105560441,1.090818613860613
0,26,4,2,20,0,4,-1,-1,-1,0.9801812500000002,1.0,0.9998838875255724,0.9965097040140948,0.9998838875255724,0.9811508520208536,1,0.9998838875255724,1,1.0,12,0.13333333333333333,2.0,1.55,2.4166666666666665,0.0,3.683333333333333,16,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.4638671875,0.536132812425,2.084208150262852,8,0.5575735739743687,0.7986404953527885
