id,rz,sx,x,cx,reset,measure,u3,u1,u2,Machine,AvgDegree,NumQubit,Depth,qubit_count,circuit_depth,circuit_width,retention_lifespan,gate_density,dual_gate_count,measurement_density,size_factor,gate_count,entanglement_variance,PST,TVD,Entropy,Swaps,L2,Hellinger
0,26,4,2,20,0,4,-1,-1,-1,2,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.4912109375,0.508789062425,1.9981613950166133,10,0.5306339057285818,0.7734690045900621
0,26,4,2,20,0,4,-1,-1,-1,3,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.337890625,0.662109374925,2.324359519484254,17,0.6914821087350164,0.915103096100707
0,26,4,2,20,0,4,-1,-1,-1,5,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.1630859375,0.836914062425,2.6636085410290224,8,0.8672182919549325,1.0919248730639612
0,-1,-1,-1,20,-1,4,2,18,4,7,3.2,5,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.4365234375,0.563476562425,2.114538156337521,16,0.5887027846177222,0.8237621082312404
0,-1,-1,-1,20,-1,4,2,18,4,11,3.2,5,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.36328125,0.636718749925,2.317031615903842,17,0.6619278650445394,0.8913610867622341
0,26,4,2,20,0,4,-1,-1,-1,18,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.46484375,0.535156249925,2.0657127011649066,15,0.5582368150382968,0.7977428535992139
0,-1,-1,-1,20,-1,4,2,18,4,19,3.2,5,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.359375,0.640624999925,2.3072729835785086,17,0.6674402834483467,0.8949989457312448
0,26,4,2,20,0,4,-1,-1,-1,21,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.6015625,0.398437499925,1.5355662481072494,8,0.43374988390087604,0.6699083966251189
0,26,4,2,20,-1,4,-1,-1,-1,26,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.595703125,0.404296874925,1.6084231912713183,15,0.4335871515451976,0.675536584486142
0,26,4,2,20,0,4,-1,-1,-1,29,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.1767578125,0.823242187425,2.6549249010879095,18,0.8530450916148933,1.0766273937294535
0,26,4,2,20,0,4,-1,-1,-1,31,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.5439453125,0.456054687425,1.8447819910523038,8,0.47690257460482116,0.7245213611839968
0,26,4,2,20,0,4,-1,-1,-1,33,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.708984375,0.291015624925,1.301022598834722,8,0.30799363126285023,0.5621063792499102
0,-1,-1,-1,20,-1,4,2,18,4,36,2.4,5,23,4,25,4,3.2188758248682006,0.64,20,1.151292546497023,4.1588830833596715,44,0.5493061443340549,0.130859375,0.869140624925,2.6883137360745777,12,0.901290476987524,1.1298175536643618
0,26,4,2,20,-1,4,-1,-1,-1,39,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.513671875,0.486328124925,1.8558324448782777,17,0.5164160007495093,0.7527058047199601
0,26,4,2,20,-1,4,-1,-1,-1,40,3.2,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.50390625,0.496093749925,1.9279908219973543,18,0.521839035521476,0.7617457037947521
0,26,4,2,20,0,4,-1,-1,-1,42,4.8,5,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.3056640625,0.694335937425,2.2705439471946756,9,0.7389771748848281,0.945644329613033
0,26,4,2,20,0,4,-1,-1,-1,10,3.4285714285714284,7,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.4677734375,0.532226562425,2.072386835855593,16,0.5539390995320082,0.7950492649920388
0,26,4,2,20,0,4,-1,-1,-1,14,3.4285714285714284,7,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.5400390625,0.459960937425,1.654465955526128,14,0.5049385320347209,0.7281749235794654
0,26,4,2,20,0,4,-1,-1,-1,17,3.4285714285714284,7,31,4,33,4,3.4965075614664802,0.5454545454545454,20,1.2207004806465926,4.276666119016055,52,0.5493061443340549,0.76171875,0.238281249925,1.142769563552228,15,0.24926650207706283,0.5044390592559029
