id,rz,sx,x,cx,reset,measure,u1,u3,u2,AvgDegree,NumQubit,PST,TVD,Entropy,Swaps
0,-1,-1,-1,19,-1,6,15,0,3,7.0,20,0.779296875,0.227539062345,2.832930904262822,14
0,21,3,0,19,0,6,-1,-1,-1,4.148148148148148,27,0.734375,0.276367187295,3.0140213235424667,12
0,21,3,0,19,0,6,-1,-1,-1,4.148148148148148,27,0.88671875,0.13476562482999999,2.5603239023936797,12
0,21,3,0,19,0,6,-1,-1,-1,4.148148148148148,27,0.8876953125,0.152343749835,2.537945149263113,11
0,21,3,0,19,0,6,-1,-1,-1,4.148148148148148,27,0.8955078125,0.13281249986,2.5078723056754653,16
0,21,3,0,19,0,6,-1,-1,-1,4.148148148148148,27,0.7451171875,0.25488281232,2.909955693571565,11
0,21,3,0,19,0,6,-1,-1,-1,4.148148148148148,27,0.6318359375,0.36816406229,3.2157917686352144,14
0,21,3,0,19,0,6,-1,-1,-1,4.148148148148148,27,0.859375,0.14648437485,2.6248968702979134,14
0,21,3,0,19,0,6,-1,-1,-1,4.148148148148148,27,0.7958984375,0.477539062325,2.360361624428814,16
0,-1,-1,-1,19,-1,6,15,0,3,4.285714285714286,28,0.5361328125,0.463867187255,3.36405151884805,12
0,-1,-1,-1,19,-1,6,15,0,3,4.377358490566038,53,0.40234375,0.59765624972,3.7159577737543743,12
0,21,3,0,19,0,6,-1,-1,-1,4.430769230769231,65,0.6162109375,0.38378906229,3.2100505285574283,16
0,21,3,0,19,0,6,-1,-1,-1,4.430769230769231,65,0.2431640625,0.75683593722,3.7763202299317937,18
0,21,3,0,19,0,6,-1,-1,-1,4.47244094488189,127,0.6083984375,0.391601562255,3.3026456015968337,19
0,46,8,0,20,0,5,-1,-1,-1,3.2,5,0.7197265625,0.29003906239,2.912181954395345,9
0,46,8,0,20,0,5,-1,-1,-1,3.2,5,0.818359375,0.218749999895,2.726254885484635,7
0,46,8,0,20,0,5,-1,-1,-1,3.2,5,0.625,0.407226562395,3.1552481946060476,9
0,-1,-1,-1,20,-1,5,30,0,8,3.2,5,0.681640625,0.342773437395,3.0293863135121395,8
0,-1,-1,-1,20,-1,5,30,0,8,3.2,5,0.6328125,0.399414062395,3.1052788127428013,8
0,46,8,0,20,0,5,-1,-1,-1,3.2,5,0.88671875,0.15136718741,2.5017268544223863,8
0,-1,-1,-1,20,-1,5,30,0,8,3.2,5,0.751953125,0.2744140624,2.872949782972687,8
