id,rz,sx,x,cx,reset,measure,u3,u2,u1,AvgDegree,NumQubit,PST,TVD,Entropy,Swaps
0,26,4,2,20,0,4,-1,-1,-1,3.2,5,0.498046875,0.501953124925,1.9387164941189132,8
0,26,4,2,20,0,4,-1,-1,-1,3.2,5,0.37890625,0.621093749925,2.2656619365342663,14
0,26,4,2,20,0,4,-1,-1,-1,3.2,5,0.1669921875,0.833007812425,2.6755264646373424,10
0,-1,-1,-1,20,-1,4,2,4,18,3.2,5,0.4814453125,0.518554687425,1.98754119560085,15
0,-1,-1,-1,20,-1,4,2,4,18,3.2,5,0.34375,0.656249999925,2.338129917359064,17
0,26,4,2,20,0,4,-1,-1,-1,3.2,5,0.4931640625,0.506835937425,1.9638326134675275,14
0,-1,-1,-1,20,-1,4,2,4,18,3.2,5,0.376953125,0.623046874925,2.203501426540445,16
0,26,4,2,20,0,4,-1,-1,-1,3.2,5,0.6162109375,0.383789062425,1.4845771384871365,8
0,26,4,2,20,-1,4,-1,-1,-1,3.2,5,0.59375,0.406249999925,1.5616213211752903,17
0,26,4,2,20,0,4,-1,-1,-1,3.2,5,0.208984375,0.791015624925,2.5909117650485074,15
0,26,4,2,20,0,4,-1,-1,-1,3.2,5,0.564453125,0.435546874925,1.7857249515428584,10
0,26,4,2,20,0,4,-1,-1,-1,3.2,5,0.7509765625,0.249023437425,1.1413333028987773,8
0,-1,-1,-1,20,-1,4,2,4,18,2.4,5,0.1396484375,0.860351562425,2.7056419907874836,8
0,26,4,2,20,-1,4,-1,-1,-1,3.2,5,0.478515625,0.521484374925,1.919031920596432,17
0,26,4,2,20,-1,4,-1,-1,-1,3.2,5,0.4970703125,0.502929687425,1.9090004595277263,16
0,26,4,2,20,0,4,-1,-1,-1,4.8,5,0.2490234375,0.750976562425,2.3393798780028257,11
0,26,4,2,20,0,4,-1,-1,-1,3.4285714285714284,7,0.43359375,0.566406249925,2.152337290821676,15
0,26,4,2,20,0,4,-1,-1,-1,3.4285714285714284,7,0.5068359375,0.493164062425,1.743908997439099,15
0,26,4,2,20,0,4,-1,-1,-1,3.4285714285714284,7,0.763671875,0.23632812493,1.1351458621231787,15
0,26,4,2,20,0,4,-1,-1,-1,3.4285714285714284,7,0.57421875,0.425781249925,1.7685141285865336,15
0,-1,-1,-1,20,-1,4,2,4,18,2.5714285714285716,14,0.35546875,0.644531249925,2.299499386214407,8
0,26,4,2,20,0,4,-1,-1,-1,4.0,16,0.4912109375,0.508789062425,1.9600231258078862,8
0,-1,-1,-1,20,-1,4,2,4,18,2.75,16,1.0,0.0,-1.0000004999175666e-06,5
0,-1,-1,-1,20,-1,4,2,4,18,4.6,20,0.3955078125,0.604492187425,2.08684778726234,8
0,-1,-1,-1,20,-1,4,2,4,18,4.6,20,0.517578125,0.482421874925,1.8869311121132701,8
0,-1,-1,-1,20,-1,4,2,4,18,4.6,20,0.4248046875,0.575195312425,1.9145110821565123,8
0,-1,-1,-1,20,-1,4,2,4,18,4.6,20,0.47265625,0.527343749925,1.96383970799865,10
0,-1,-1,-1,20,-1,4,2,4,18,4.6,20,0.3173828125,0.682617187425,2.414281516075571,8
0,-1,-1,-1,20,-1,4,2,4,18,7.0,20,0.4892578125,0.510742187425,1.9601878728679822,16
0,26,4,2,20,0,4,-1,-1,-1,4.148148148148148,27,0.7255859375,0.274414062425,1.284614676945813,8
0,26,4,2,20,0,4,-1,-1,-1,4.148148148148148,27,0.7421875,0.257812499925,1.1831412265240577,8
0,26,4,2,20,0,4,-1,-1,-1,4.148148148148148,27,0.7705078125,0.22949218743,1.049912928611634,8
0,26,4,2,20,0,4,-1,-1,-1,4.148148148148148,27,0.697265625,0.302734374925,1.331923507688091,8
0,26,4,2,20,0,4,-1,-1,-1,4.148148148148148,27,0.6826171875,0.317382812425,1.3684714155490763,8
0,26,4,2,20,0,4,-1,-1,-1,4.148148148148148,27,0.5302734375,0.469726562425,1.8030639142331455,10
0,26,4,2,20,0,4,-1,-1,-1,4.148148148148148,27,0.5849609375,0.415039062425,1.7514273967865104,8
0,26,4,2,20,0,4,-1,-1,-1,4.148148148148148,27,0.0595703125,0.940429687425,2.5539478827045183,8
0,-1,-1,-1,20,-1,4,2,4,18,4.285714285714286,28,0.328125,0.671874999925,2.358172242512552,10
0,-1,-1,-1,20,-1,4,2,4,18,4.377358490566038,53,0.1865234375,0.813476562425,2.643387882317474,8
0,26,4,2,20,0,4,-1,-1,-1,4.430769230769231,65,0.607421875,0.392578124925,1.6726138594633377,8
0,26,4,2,20,0,4,-1,-1,-1,4.430769230769231,65,0.5849609375,0.415039062425,1.7596049837844208,8
0,26,4,2,20,0,4,-1,-1,-1,4.47244094488189,127,0.7275390625,0.272460937425,1.1580494006817947,8
